Start Log	Run: 66	Date: 5/11/2024   Time: 3:22:32
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
2943.531, -0.4, 1076.67, 5982128.46, 
2948.5, 0.2, 1076.95, 5982128.44, 
2953.5, -0.4, 1077.11, 5982128.4, 
2958.516, 0.4, 1077.3, 5982128.43, 
2963.531, 0, 1077.42, 5982128.43, 
2968.563, -0.5, 1077.65, 5982128.36, 
2973.531, -0.2, 1077.82, 5982128.38, 
2978.547, -0.3, 1077.94, 5982128.33, 
2983.563, -0.5, 1078.31, 5982128.35, 
2988.594, 0, 1078.4, 5982128.3, 
2993.563, -0.6, 1078.74, 5982128.31, 
2998.563, 0, 1078.97, 5982128.31, 
3003.625, 0.4, 1078.91, 5982128.27, 
3008.594, -0.5, 1079.12, 5982128.27, 
3013.656, 0.2, 1079.4, 5982128.27, 
3018.61, -0.2, 1079.52, 5982128.28, 
3023.61, 0.7, 1079.82, 5982128.23, 
3028.625, 0.2, 1079.87, 5982128.24, 
3033.672, -0.5, 1079.99, 5982128.19, 
3038.625, 0.6, 1080.19, 5982128.22, 
3043.625, 0.7, 1080.56, 5982128.18, 
3048.672, 0.5, 1080.65, 5982128.16, 
3053.688, 0.5, 1080.84, 5982128.14, 
3058.656, 0.1, 1080.87, 5982128.12, 
3063.656, 0.4, 1081.02, 5982128.08, 
3068.688, 0.2, 1081.24, 5982128.14, 
3073.672, -0.5, 1081.33, 5982128.12, 
3078.672, 0.2, 1081.42, 5982128.08, 
3083.703, -0.5, 1081.52, 5982128.1, 
3088.672, 0, 1082.09, 5982128.04, 
3093.672, 0, 1082.1, 5982128.06, 
3098.703, 0.7, 1082.23, 5982128.01, 
3103.672, -0.2, 1082.18, 5982128.04, 
3108.735, 0.5, 1082.24, 5982128.02, 
3113.688, 0.2, 1082.45, 5982127.97, 
3118.735, 0, 1082.91, 5982127.99, 
3123.703, 0, 1082.99, 5982127.99, 
3128.766, -0.7, 1083.03, 5982127.99, 
3133.719, 0, 1083.12, 5982127.95, 
3138.719, -0.2, 1083.25, 5982127.93, 
3143.735, 0, 1083.39, 5982127.93, 
3148.797, 0, 1083.53, 5982127.93, 
3153.75, 0.4, 1083.75, 5982127.89, 
3158.75, -0.3, 1083.49, 5982127.93, 
3163.797, 0, 1083.82, 5982127.93, 
3168.813, 0, 1084.15, 5982127.87, 
3173.781, 0, 1084.06, 5982127.89, 
3178.781, 0.5, 1084.37, 5982127.85, 
3183.797, -0.2, 1084.2, 5982127.89, 
3188.781, -0.2, 1084.73, 5982127.84, 
3193.781, -0.2, 1084.57, 5982127.84, 
3198.844, -0.2, 1085.03, 5982127.78, 
3203.781, -0.2, 1084.97, 5982127.82, 
3208.781, 0, 1084.97, 5982127.8, 
3213.813, 0, 1085.11, 5982127.8, 
3218.781, 0, 1085.04, 5982127.8, 
3223.797, -0.2, 1085.73, 5982127.76, 
3228.797, -0.2, 1085.77, 5982127.76, 
3233.813, 0.2, 1085.91, 5982127.72, 
3238.828, 0.2, 1085.58, 5982127.76, 
3243.875, -0.2, 1085.77, 5982127.72, 
3248.828, -0.2, 1085.91, 5982127.71, 
3253.844, 0.2, 1085.68, 5982127.74, 
3258.844, 0, 1085.91, 5982127.72, 
3263.844, 0.2, 1086.19, 5982127.72, 
3268.875, 0, 1086.43, 5982127.66, 
3273.891, -0.5, 1086.23, 5982127.7, 
3278.875, 0, 1086.53, 5982127.66, 
3283.875, 0.2, 1086.9, 5982127.68, 
3288.891, -0.2, 1086.76, 5982127.66, 
3293.922, 0.3, 1087.25, 5982127.64, 
3298.906, 0, 1087.16, 5982127.63, 
3303.906, 0, 1087.04, 5982127.63, 
3308.922, 0.5, 1087.68, 5982127.64, 
3313.953, 0, 1087.63, 5982127.57, 
3318.953, 0.2, 1087.61, 5982127.57, 
3323.953, -0.2, 1087.61, 5982127.59, 
3328.969, -0.2, 1087.44, 5982127.59, 
3334, -0.7, 1087.83, 5982127.61, 
3339, -0.5, 1088.05, 5982127.59, 
3344, 0.2, 1088.31, 5982127.57, 
3349.016, -0.2, 1088.22, 5982127.57, 
3354.063, -0.2, 1088.53, 5982127.57, 
3359.016, 0, 1088.27, 5982127.57, 
3364.047, -0.7, 1088.18, 5982127.53, 
3369.016, 0.2, 1088.36, 5982127.53, 
3374.031, 0.5, 1088.5, 5982127.53, 
3379.031, 0.2, 1088.64, 5982127.49, 
3384.031, 0, 1088.86, 5982127.53, 
3389.063, -0.2, 1088.74, 5982127.51, 
3394.047, 0.2, 1088.74, 5982127.49, 
3399.078, -0.2, 1089.09, 5982127.47, 
3404.094, -0.5, 1088.78, 5982127.47, 
3409.063, 0, 1089.13, 5982127.45, 
3414.063, -0.5, 1089.21, 5982127.49, 
3419.078, 0.2, 1089.16, 5982127.45, 
3424.11, 0.2, 1089.45, 5982127.47, 
3429.078, 0.2, 1089.25, 5982127.45, 
3434.094, -0.2, 1089.35, 5982127.45, 
3439.125, 0, 1089.49, 5982127.42, 
3444.125, -0.5, 1089.47, 5982127.44, 
3449.125, 0, 1089.75, 5982127.4, 
3454.172, 0.2, 1089.58, 5982127.42, 
3459.141, -0.7, 1089.71, 5982127.44, 
3464.141, 0.2, 1089.94, 5982127.4, 
3469.188, 0.2, 1089.8, 5982127.42, 
3474.156, -0.5, 1089.79, 5982127.42, 
3479.188, 0.2, 1090.1, 5982127.44, 
3484.203, 0.2, 1090.06, 5982127.4, 
3489.156, -0.2, 1089.89, 5982127.4, 
3494.172, -0.9, 1089.79, 5982127.4, 
3499.219, -0.5, 1090.12, 5982127.4, 
3504.172, -0.2, 1090.27, 5982127.42, 
3509.172, 0.5, 1090.34, 5982127.36, 
3514.172, 0, 1090.26, 5982127.4, 
3519.203, 0.5, 1090.34, 5982127.38, 
3524.172, 0.2, 1090.44, 5982127.34, 
3529.203, 0, 1090.46, 5982127.36, 
3534.188, 0, 1090.48, 5982127.36, 
3539.188, 0.2, 1090.43, 5982127.34, 
3544.203, 0.2, 1090.55, 5982127.36, 
3549.25, 0.5, 1090.65, 5982127.34, 
3554.203, 0.5, 1090.74, 5982127.34, 
3559.203, 0.5, 1090.83, 5982127.3, 
3564.235, 0.2, 1090.93, 5982127.36, 
3569.25, -0.2, 1091.02, 5982127.36, 
3574.203, -0.2, 1090.84, 5982127.34, 
3579.219, -0.5, 1090.95, 5982127.32, 
3584.235, 0.3, 1090.93, 5982127.34, 
3589.203, 0.5, 1091.1, 5982127.3, 
3594.219, 0, 1091.28, 5982127.32, 
3599.266, -0.7, 1091.09, 5982127.3, 
3604.25, 0.2, 1091.17, 5982127.28, 
3609.235, 0, 1091.24, 5982127.28, 
3614.235, 0, 1091.42, 5982127.32, 
3619.25, -0.5, 1091.23, 5982127.3, 
3624.297, 0.5, 1091.25, 5982127.28, 
3629.328, 0, 1091.56, 5982127.32, 
3634.281, -0.2, 1091.31, 5982127.28, 
3639.297, 0, 1091.3, 5982127.28, 
3644.313, 0, 1091.37, 5982127.28, 
3649.344, -0.2, 1091.25, 5982127.32, 
3654.313, 0.5, 1091.16, 5982127.28, 
3659.313, -0.2, 1091.35, 5982127.28, 
3664.313, -0.2, 1091.33, 5982127.3, 
3669.36, 0, 1091.11, 5982127.3, 
3674.36, 0, 1091.31, 5982127.24, 
3679.328, 0, 1091.35, 5982127.32, 
3684.344, 0, 1091.17, 5982127.3, 
3689.375, 0.2, 1091.28, 5982127.28, 
3694.328, -0.8, 1091.44, 5982127.3, 
3699.328, -0.2, 1091.26, 5982127.28, 
3704.328, 0.5, 1091.38, 5982127.26, 
3709.36, 0.2, 1091.69, 5982127.28, 
3714.328, -0.2, 1091.44, 5982127.25, 
3719.328, 0.2, 1091.56, 5982127.26, 
3724.344, 0, 1091.58, 5982127.28, 
3729.391, 0.5, 1091.54, 5982127.26, 
3734.344, 0, 1091.63, 5982127.3, 
3739.375, -0.2, 1091.36, 5982127.28, 
3744.344, 0.2, 1091.68, 5982127.31, 
3749.36, -0.5, 1091.59, 5982127.27, 
3754.375, 0.2, 1091.56, 5982127.24, 
3759.406, -0.2, 1091.61, 5982127.28, 
3764.375, 0.5, 1091.56, 5982127.26, 
3769.391, 0, 1091.68, 5982127.28, 
3774.406, -0.3, 1091.43, 5982127.28, 
3779.422, 0.5, 1091.38, 5982127.26, 
3784.406, -0.3, 1091.51, 5982127.28, 
3789.453, 0.2, 1091.28, 5982127.28, 
3794.406, 0.5, 1091.4, 5982127.26, 
3799.406, 0.2, 1091.34, 5982127.28, 
3804.406, 0.5, 1091.23, 5982127.26, 
3809.406, 0.2, 1091.51, 5982127.3, 
3814.422, 0, 1091.42, 5982127.3, 
3819.453, 0, 1091.24, 5982127.27, 
3824.422, 0.7, 1091.42, 5982127.32, 
3829.422, 0, 1091.37, 5982127.28, 
3834.438, 1, 1091.47, 5982127.28, 
3839.469, 0, 1091.56, 5982127.3, 
3844.422, 0, 1091.37, 5982127.26, 
3849.422, 0.3, 1091.37, 5982127.26, 
3854.516, 0.2, 1091.55, 5982127.3, 
3859.485, 0, 1091.34, 5982127.28, 
3864.453, 0, 1091.52, 5982127.26, 
3869.516, -0.5, 1091.51, 5982127.28, 
3874.485, 0.2, 1091.35, 5982127.26, 
3879.453, 0.7, 1091.62, 5982127.3, 
3884.625, 0, 1091.42, 5982127.28, 
3889.485, 0.2, 1091.53, 5982127.26, 
3894.5, -0.5, 1091.52, 5982127.28, 
3899.563, 0.5, 1091.45, 5982127.24, 
3904.5, 0.5, 1091.61, 5982127.32, 
3909.516, -0.3, 1091.43, 5982127.26, 
3914.531, 0.2, 1091.4, 5982127.26, 
3919.547, -0.2, 1091.45, 5982127.28, 
3924.531, -0.3, 1091.34, 5982127.28, 
3929.547, 0.5, 1091.56, 5982127.27, 
3934.594, -0.2, 1091.54, 5982127.28, 
3939.531, 0.2, 1091.46, 5982127.26, 
3944.547, 0, 1091.68, 5982127.28, 
3949.531, 0, 1091.42, 5982127.26, 
3954.531, 0, 1091.65, 5982127.28, 
3959.531, -0.2, 1091.51, 5982127.28, 
3964.578, 1, 1091.63, 5982127.24, 
3969.531, -0.2, 1091.51, 5982127.26, 
3974.531, -0.2, 1091.66, 5982127.24, 
3979.578, -0.2, 1091.61, 5982127.26, 
3984.61, 0.2, 1091.54, 5982127.23, 
3989.563, 0.2, 1091.8, 5982127.3, 
3994.578, -0.2, 1091.56, 5982127.28, 
3999.625, 0.7, 1091.77, 5982127.26, 
4004.594, 0, 1091.58, 5982127.26, 
4009.641, 0.5, 1091.77, 5982127.23, 
4014.594, -0.2, 1091.7, 5982127.28, 
4019.61, 0.5, 1091.79, 5982127.26, 
4024.625, -0.2, 1091.66, 5982127.27, 
4029.672, 0.2, 1091.78, 5982127.24, 
4034.625, -0.2, 1091.8, 5982127.28, 
4039.656, 0, 1091.68, 5982127.25, 
4044.625, -0.2, 1091.9, 5982127.26, 
4049.641, 0.5, 1091.66, 5982127.25, 
4054.641, -0.2, 1091.82, 5982127.25, 
4059.656, 0.2, 1091.71, 5982127.25, 
4064.688, -0.5, 1091.84, 5982127.25, 
4069.656, 0.5, 1091.94, 5982127.25, 
4074.688, -0.5, 1091.8, 5982127.26, 
4079.703, 0.2, 1091.74, 5982127.25, 
4084.656, -0.2, 1091.76, 5982127.26, 
4089.656, 0.2, 1091.76, 5982127.24, 
4094.656, 0, 1091.68, 5982127.25, 
4099.688, 0.5, 1091.93, 5982127.25, 
4104.672, 0, 1091.9, 5982127.23, 
4109.688, 0.5, 1092.18, 5982127.23, 
4114.656, 0.5, 1091.92, 5982127.23, 
4119.672, -0.5, 1092.06, 5982127.24, 
4124.672, 0.5, 1092.08, 5982127.23, 
4129.719, 0.2, 1092.03, 5982127.21, 
4134.735, 0, 1092.14, 5982127.23, 
4139.703, 0.5, 1091.98, 5982127.19, 
4144.703, 0, 1092.11, 5982127.21, 
4149.735, -0.2, 1092.25, 5982127.25, 
4154.719, 0.7, 1092.08, 5982127.2, 
4159.766, -0.5, 1092.13, 5982127.23, 
4164.75, -0.2, 1092.37, 5982127.23, 
4169.781, 0, 1092.36, 5982127.23, 
4174.813, 0.7, 1092.05, 5982127.23, 
4179.781, -0.2, 1092.26, 5982127.22, 
4184.797, -0.2, 1092.35, 5982127.23, 
4189.797, 0.2, 1092.29, 5982127.21, 
4194.828, -0.2, 1092.33, 5982127.19, 
4199.875, 0.2, 1092.47, 5982127.21, 
4204.844, -0.1, 1092.51, 5982127.21, 
4209.875, 0.2, 1092.39, 5982127.17, 
4214.86, 0.5, 1092.41, 5982127.17, 
4219.86, -0.2, 1092.55, 5982127.21, 
4224.875, 0, 1092.59, 5982127.17, 
4229.875, -0.2, 1092.68, 5982127.21, 
4234.891, 0.3, 1092.71, 5982127.19, 
4239.938, 0.2, 1092.72, 5982127.22, 
4244.922, 0.7, 1092.68, 5982127.19, 
4249.953, -0.5, 1092.59, 5982127.15, 
4254.906, -0.5, 1092.67, 5982127.19, 
4259.922, -0.7, 1092.69, 5982127.17, 
4264.969, -0.5, 1092.73, 5982127.21, 
4269.922, -0.5, 1092.91, 5982127.19, 
4274.938, -0.3, 1092.92, 5982127.19, 
4279.969, 0.7, 1093, 5982127.17, 
4285, 0.2, 1092.93, 5982127.17, 
4289.969, 0.5, 1092.95, 5982127.18, 
4294.969, 0.5, 1092.91, 5982127.15, 
4299.985, 0.1, 1092.98, 5982127.15, 
4305.016, 0, 1092.94, 5982127.17, 
4310, 0.5, 1092.9, 5982127.15, 
4315, 0.2, 1092.96, 5982127.21, 
4320.031, 0.3, 1093.11, 5982127.17, 
4325.047, 0.3, 1093.09, 5982127.17, 
4330.016, 0.2, 1093.04, 5982127.21, 
4335.031, 0, 1093.05, 5982127.17, 
4340.063, 0, 1093.19, 5982127.17, 
4345.094, 0.2, 1093.16, 5982127.17, 
4350.031, -0.3, 1093.15, 5982127.15, 
4355.047, -0.2, 1093.16, 5982127.13, 
4360.078, -0.3, 1093.13, 5982127.15, 
4365.11, 0, 1093.25, 5982127.15, 
4370.125, -0.2, 1093.11, 5982127.13, 
4375.094, -0.5, 1093.15, 5982127.13, 
4380.094, -0.2, 1093.06, 5982127.13, 
4385.125, 0, 1093.23, 5982127.13, 
4390.141, 0.5, 1093.14, 5982127.15, 
4395.125, -0.5, 1093.11, 5982127.13, 
4400.125, 0.2, 1093.27, 5982127.11, 
4405.141, 0.5, 1093.26, 5982127.16, 
4410.141, 0.3, 1093.3, 5982127.17, 
4415.156, -0.3, 1093.29, 5982127.17, 
4420.172, 0.2, 1093.39, 5982127.13, 
4425.219, -0.3, 1093.15, 5982127.13, 
4430.156, 0, 1093.18, 5982127.13, 
4435.156, -0.2, 1093.2, 5982127.13, 
4440.203, -0.3, 1093.18, 5982127.15, 
4445.156, -0.3, 1093.09, 5982127.11, 
4450.188, 0.2, 1093.01, 5982127.11, 
4455.156, 0.2, 1093.13, 5982127.11, 
4460.188, 0.5, 1093.16, 5982127.13, 
4465.156, 0.7, 1093.18, 5982127.11, 
4470.172, 0.5, 1093.27, 5982127.15, 
4475.203, -0.3, 1093.33, 5982127.13, 
4480.172, 0, 1093.09, 5982127.13, 
4485.219, -0.2, 1093.17, 5982127.13, 
4490.172, -0.2, 1093.24, 5982127.15, 
4495.188, 0, 1093.23, 5982127.17, 
4500.203, -0.5, 1093.12, 5982127.11, 
4505.172, 0.2, 1093.47, 5982127.11, 
4510.219, 0.3, 1093.43, 5982127.09, 
4515.188, 0, 1093.66, 5982127.13, 
4520.219, 0.2, 1093.59, 5982127.09, 
4525.188, 0.2, 1093.59, 5982127.13, 
4530.188, -0.2, 1093.52, 5982127.11, 
4535.203, 0.5, 1093.48, 5982127.11, 
4540.235, -0.3, 1093.59, 5982127.11, 
4545.266, 0, 1093.46, 5982127.09, 
4550.235, -0.2, 1093.46, 5982127.11, 
4555.25, 0.3, 1093.42, 5982127.09, 
4560.297, 0.5, 1093.61, 5982127.11, 
4565.266, -0.7, 1093.45, 5982127.09, 
4570.281, -0.2, 1093.56, 5982127.13, 
4575.297, -0.3, 1093.34, 5982127.11, 
4580.328, 0.2, 1093.42, 5982127.13, 
4585.297, 0.5, 1093.55, 5982127.13, 
4590.313, 0, 1093.44, 5982127.13, 
4595.328, -0.2, 1093.39, 5982127.13, 
4600.36, 0, 1093.39, 5982127.11, 
4605.328, 0, 1093.27, 5982127.13, 
4610.328, 0, 1093.32, 5982127.11, 
4615.344, 0.2, 1093.45, 5982127.15, 
4620.391, -0.3, 1093.41, 5982127.13, 
4625.36, -0.5, 1093.44, 5982127.13, 
4630.375, -0.4, 1093.22, 5982127.13, 
4635.391, -0.2, 1093.28, 5982127.11, 
4640.406, 0.2, 1093.18, 5982127.11, 
4645.391, 0.3, 1093.22, 5982127.13, 
4650.391, 0.5, 1093.16, 5982127.15, 
4655.438, 0.5, 1093.42, 5982127.15, 
4660.391, 0.3, 1093.26, 5982127.15, 
4665.406, -0.5, 1093.23, 5982127.13, 
4670.422, -0.2, 1093.16, 5982127.15, 
4675.453, -0.2, 1093.12, 5982127.15, 
4680.406, 0, 1093.21, 5982127.15, 
4685.453, -0.7, 1093.16, 5982127.15, 
4690.406, -0.2, 1093.04, 5982127.15, 
4695.422, 0, 1093.02, 5982127.15, 
4700.438, -0.5, 1093.03, 5982127.13, 
4705.469, -0.5, 1093.18, 5982127.15, 
4710.438, -0.3, 1093.08, 5982127.15, 
4715.453, 0, 1093.08, 5982127.15, 
4720.5, -0.2, 1093.02, 5982127.15, 
4725.453, 0, 1093.1, 5982127.09, 
4730.469, 0.4, 1093.17, 5982127.16, 
4735.485, 0, 1093.28, 5982127.13, 
4740.547, -0.5, 1093.39, 5982127.15, 
4745.5, -0.3, 1093.25, 5982127.15, 
4750.516, -0.3, 1093.21, 5982127.13, 
4755.531, -0.2, 1093.17, 5982127.13, 
4760.516, -0.2, 1093.18, 5982127.15, 
4765.516, -0.2, 1093.23, 5982127.15, 
4770.531, 0.2, 1093.1, 5982127.13, 
4775.563, -0.2, 1093.07, 5982127.11, 
4780.531, -0.2, 1093.09, 5982127.11, 
4785.531, 0.5, 1093.18, 5982127.11, 
4790.578, 0.8, 1093.16, 5982127.13, 
4795.531, 0.2, 1093.23, 5982127.17, 
4800.563, 0.3, 1093.2, 5982127.17, 
4805.594, 0.2, 1093.24, 5982127.15, 
4810.547, -0.3, 1093.13, 5982127.17, 
4815.563, -0.2, 1093.19, 5982127.15, 
4820.61, 0, 1093.11, 5982127.13, 
4825.641, -0.2, 1093.2, 5982127.11, 
4830.578, 0, 1093.13, 5982127.13, 
4835.578, -0.5, 1093.03, 5982127.15, 
4840.625, -0.2, 1093, 5982127.13, 
4845.578, -0.2, 1093.05, 5982127.15, 
4850.578, 0, 1093.04, 5982127.13, 
4855.578, -0.5, 1093.05, 5982127.11, 
4860.578, 0, 1093.1, 5982127.11, 
4865.594, 0, 1093.16, 5982127.13, 
4870.625, 0.5, 1093.13, 5982127.13, 
4875.594, 0.3, 1093.15, 5982127.13, 
4880.594, 0.5, 1093.25, 5982127.19, 
4885.61, 0.5, 1093.31, 5982127.13, 
4890.641, 0, 1093.21, 5982127.15, 
4895.625, 0.2, 1093.3, 5982127.13, 
4900.625, -0.2, 1093.2, 5982127.15, 
4905.625, 0.2, 1093.22, 5982127.15, 
4910.641, -0.2, 1093.13, 5982127.13, 
4915.656, -0.5, 1093.13, 5982127.13, 
4920.703, -0.3, 1093.23, 5982127.09, 
4925.719, 0.2, 1093.19, 5982127.13, 
4930.688, 0.5, 1093.09, 5982127.11, 
4935.703, 0, 1093.23, 5982127.13, 
4940.719, 0.5, 1093.27, 5982127.15, 
4945.75, 0.5, 1093.35, 5982127.15, 
4950.781, -0.5, 1093.31, 5982127.15, 
4955.797, -0.5, 1093.12, 5982127.15, 
4960.766, -0.5, 1093.13, 5982127.15, 
4965.766, -0.5, 1093.1, 5982127.17, 
4970.797, 0, 1093.11, 5982127.15, 
4975.813, 0, 1093.06, 5982127.15, 
4980.86, 0, 1093.09, 5982127.13, 
4985.813, 0, 1093.08, 5982127.13, 
4990.828, -0.5, 1092.96, 5982127.13, 
4995.875, -0.5, 1092.87, 5982127.13, 
5000.844, -0.2, 1093.03, 5982127.15, 
5005.86, 0.3, 1093.06, 5982127.13, 
5010.86, 0.2, 1092.94, 5982127.15, 
5015.875, 0.2, 1092.97, 5982127.13, 
5020.906, 0.5, 1093.06, 5982127.13, 
5025.938, 0.3, 1092.98, 5982127.13, 
5030.906, 0, 1092.99, 5982127.15, 
5035.906, 0.5, 1092.95, 5982127.11, 
5040.938, 0, 1093.04, 5982127.15, 
5045.906, 0, 1092.95, 5982127.13, 
5050.938, 0, 1093.09, 5982127.18, 
5055.906, 0.5, 1093.1, 5982127.13, 
5060.922, 0.5, 1093.08, 5982127.19, 
5065.922, 0.3, 1093.09, 5982127.17, 
5070.969, 0, 1093.16, 5982127.17, 
5075.938, 0.5, 1093.04, 5982127.17, 
5080.953, 0.7, 1093.24, 5982127.17, 
5086, 0, 1093.13, 5982127.13, 
5090.969, -0.7, 1093.1, 5982127.17, 
5095.985, -0.2, 1093.21, 5982127.17, 
5100.985, -0.2, 1093.05, 5982127.17, 
5106, -0.2, 1093.09, 5982127.15, 
5111, -0.2, 1093.12, 5982127.17, 
5116.047, -0.2, 1093.17, 5982127.17, 
5121, -0.3, 1093.02, 5982127.17, 
5126, -0.5, 1093.14, 5982127.13, 
5131.016, 0.3, 1092.98, 5982127.15, 
5136.016, 0.2, 1093.18, 5982127.17, 
5141.031, -0.2, 1093.12, 5982127.15, 
5146.063, 0, 1093.03, 5982127.13, 
5151.078, -0.5, 1092.92, 5982127.15, 
5156.031, -0.5, 1092.99, 5982127.15, 
5161.031, -0.2, 1092.93, 5982127.15, 
5166.047, -0.5, 1093.06, 5982127.15, 
5171.047, -0.2, 1093.01, 5982127.15, 
5176.094, -0.2, 1093, 5982127.13, 
5181.047, 0, 1093.04, 5982127.17, 
5186.063, -0.2, 1093.03, 5982127.15, 
5191.078, -0.3, 1093.04, 5982127.11, 
5196.094, 0.3, 1093.08, 5982127.13, 
5201.141, 0, 1093.04, 5982127.13, 
5206.094, 0.5, 1093.06, 5982127.15, 
5211.11, 0.5, 1093.09, 5982127.13, 
5216.125, 0.2, 1093.12, 5982127.13, 
5221.156, 0.5, 1093.14, 5982127.11, 
5226.125, 0.2, 1093.07, 5982127.17, 
5231.141, 0.7, 1093.18, 5982127.17, 
5236.141, 0.3, 1093.15, 5982127.17, 
5241.141, 0.5, 1093.11, 5982127.19, 
5246.156, 0.2, 1093.22, 5982127.17, 
5251.203, -0.1, 1093.09, 5982127.15, 
5256.156, 0.5, 1093.14, 5982127.17, 
5261.156, 0, 1093.05, 5982127.15, 
5266.156, 0.2, 1093.07, 5982127.17, 
5271.188, 0.4, 1093.11, 5982127.17, 
5276.219, -0.2, 1093.19, 5982127.19, 
5281.156, 0.5, 1093.13, 5982127.19, 
5286.172, 0.5, 1093.1, 5982127.17, 
5291.188, -0.5, 1093.18, 5982127.15, 
5296.219, 0, 1093.26, 5982127.17, 
5301.25, -0.3, 1093.07, 5982127.17, 
5306.219, 0.3, 1093.15, 5982127.19, 
5311.266, -0.3, 1093.07, 5982127.17, 
5316.281, -0.3, 1093.03, 5982127.17, 
5321.25, -0.5, 1093.04, 5982127.19, 
5326.25, -0.3, 1093.1, 5982127.17, 
5331.281, -0.4, 1093.01, 5982127.17, 
5336.25, 0, 1093.14, 5982127.15, 
5341.297, -0.5, 1093.16, 5982127.17, 
5346.328, -0.2, 1093.02, 5982127.17, 
5351.281, 0, 1093.1, 5982127.15, 
5356.297, -0.5, 1093.03, 5982127.13, 
5361.297, -0.2, 1093, 5982127.17, 
5366.297, 0.2, 1093.1, 5982127.15, 
5371.313, -0.2, 1093.13, 5982127.15, 
5376.313, 0, 1093.04, 5982127.17, 
5381.313, -0.2, 1093.08, 5982127.15, 
5386.344, 0, 1092.99, 5982127.15, 
5391.375, 0, 1093.08, 5982127.13, 
5396.36, -0.3, 1093.08, 5982127.15, 
5401.344, -0.3, 1093.03, 5982127.15, 
5406.36, -0.5, 1093.1, 5982127.13, 
5411.375, 0, 1092.9, 5982127.15, 
5416.406, 0, 1092.92, 5982127.13, 
5421.375, 0.2, 1092.92, 5982127.13, 
5426.391, -0.2, 1092.92, 5982127.15, 
5431.406, 0.2, 1092.92, 5982127.17, 
5436.422, 0, 1092.93, 5982127.15, 
5441.406, 0, 1092.86, 5982127.17, 
5446.469, -0.5, 1092.86, 5982127.17, 
5451.406, 0, 1092.9, 5982127.15, 
5456.406, -0.2, 1092.88, 5982127.17, 
5461.453, -0.5, 1092.87, 5982127.15, 
5466.422, -0.5, 1092.87, 5982127.17, 
5471.469, 0, 1092.84, 5982127.17, 
5476.438, -0.7, 1092.93, 5982127.17, 
5481.438, -0.9, 1092.87, 5982127.19, 
5486.469, 0.5, 1092.89, 5982127.19, 
5491.5, 0, 1092.89, 5982127.17, 
5496.485, 0.2, 1092.77, 5982127.23, 
5501.5, 0.4, 1092.81, 5982127.15, 
5506.453, 0.6, 1092.73, 5982127.19, 
5511.469, 0, 1092.64, 5982127.19, 
5516.485, -0.2, 1092.78, 5982127.17, 
5521.531, -0.2, 1092.76, 5982127.19, 
5526.485, 0, 1092.82, 5982127.19, 
5531.485, -0.5, 1092.88, 5982127.17, 
5536.5, -0.5, 1092.73, 5982127.19, 
5541.531, 0.2, 1092.84, 5982127.19, 
5546.5, 0, 1092.69, 5982127.17, 
5551.516, 0.5, 1092.66, 5982127.19, 
5556.531, 0, 1092.64, 5982127.17, 
5561.578, -0.7, 1092.47, 5982127.19, 
5566.531, -0.2, 1092.6, 5982127.19, 
5571.547, 0, 1092.76, 5982127.19, 
5576.578, 0.2, 1092.65, 5982127.21, 
5581.594, 0.2, 1092.74, 5982127.21, 
5586.578, 0, 1092.47, 5982127.17, 
5591.594, -0.5, 1092.57, 5982127.15, 
5596.61, -0.5, 1092.55, 5982127.19, 
5601.641, -0.5, 1092.59, 5982127.19, 
5606.61, 0.2, 1092.69, 5982127.19, 
5611.656, 0.3, 1092.75, 5982127.21, 
5616.672, 0, 1092.67, 5982127.17, 
5621.641, 0.2, 1092.52, 5982127.19, 
5626.688, -0.5, 1092.52, 5982127.19, 
5631.625, -0.2, 1092.67, 5982127.19, 
5636.641, 0, 1092.7, 5982127.17, 
5641.656, -0.2, 1092.78, 5982127.19, 
5646.672, 0.5, 1092.78, 5982127.21, 
5651.719, -0.3, 1092.72, 5982127.19, 
5656.656, 0.2, 1092.57, 5982127.17, 
5661.656, 0, 1092.57, 5982127.17, 
5666.703, -0.2, 1092.62, 5982127.17, 
5671.656, -0.3, 1092.66, 5982127.21, 
5676.703, -0.2, 1092.74, 5982127.19, 
5681.688, 0, 1092.84, 5982127.21, 
5686.703, 0.2, 1092.82, 5982127.21, 
5691.766, 0.2, 1092.68, 5982127.15, 
5696.703, -0.5, 1092.58, 5982127.17, 
5701.703, -0.2, 1092.65, 5982127.21, 
5706.781, -0.2, 1092.68, 5982127.17, 
5711.719, -0.2, 1092.78, 5982127.17, 
5716.735, -0.2, 1092.73, 5982127.19, 
5721.844, 0.5, 1092.82, 5982127.19, 
5726.797, 0, 1092.71, 5982127.21, 
5731.766, 0.5, 1092.62, 5982127.15, 
5736.922, 0, 1092.64, 5982127.19, 
5741.781, -0.3, 1092.69, 5982127.17, 
5746.844, 0, 1092.68, 5982127.17, 
5751.953, -0.3, 1092.7, 5982127.19, 
5756.86, -0.3, 1092.71, 5982127.17, 
5761.828, -0.5, 1092.92, 5982127.19, 
5766.985, 0, 1092.77, 5982127.19, 
5771.86, 0, 1092.8, 5982127.19, 
5776.891, 0, 1092.73, 5982127.21, 
5781.844, 0.5, 1092.77, 5982127.15, 
5786.86, -0.5, 1092.67, 5982127.17, 
