Start Log	Run: 66	Date: 5/11/2024   Time: 3:22:32
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
906.219, 0.5, 479.8, 5982176.76, 
911.25, 0.6, 483.34, 5982176.45, 
916.203, 1.2, 486.83, 5982176.19, 
921.219, 0.4, 490.3, 5982175.93, 
926.203, 0.4, 493.77, 5982175.62, 
931.219, 1, 497.43, 5982175.3, 
936.25, 0.6, 500.76, 5982175.03, 
941.219, 1.8, 504.1, 5982174.75, 
946.25, 0.7, 507.59, 5982174.43, 
951.203, 1, 511.1, 5982174.17, 
956.219, 1.3, 514.49, 5982173.98, 
961.25, 0.4, 517.89, 5982173.66, 
966.203, 0.8, 521.17, 5982173.38, 
971.235, 0.1, 524.71, 5982173.05, 
976.219, 0.5, 528.26, 5982172.82, 
981.235, 1.3, 531.82, 5982172.57, 
986.281, 0.8, 535.24, 5982172.27, 
991.219, 0.4, 538.66, 5982172, 
996.235, 0.3, 541.31, 5982171.75, 
1001.281, 0.5, 544.98, 5982171.42, 
1006.219, 0.8, 548.22, 5982171.2, 
1011.219, 1.3, 551.21, 5982170.95, 
1016.281, 1, 555.17, 5982170.63, 
1021.235, 0.7, 558.5, 5982170.34, 
1026.281, 0.4, 561.82, 5982170.12, 
1031.25, 0.5, 564.9, 5982169.82, 
1036.25, 0.5, 567.94, 5982169.62, 
1041.25, 0.2, 571.06, 5982169.35, 
1046.25, 1.7, 574.15, 5982169.11, 
1051.281, 0.3, 576.98, 5982168.88, 
1056.297, 0.5, 579.94, 5982168.65, 
1061.266, 0.9, 582.91, 5982168.4, 
1066.297, 0.5, 585.8, 5982168.16, 
1071.25, 0.7, 588.78, 5982167.93, 
1076.266, 0.5, 591.44, 5982167.72, 
1081.281, 0.4, 594.67, 5982167.47, 
1086.281, 0, 597.46, 5982167.2, 
1091.297, 0.5, 600.37, 5982166.98, 
1096.297, 0.7, 603.48, 5982166.75, 
1101.328, 0.9, 606.3, 5982166.46, 
1106.297, 0.2, 609.14, 5982166.27, 
1111.313, 0.5, 612.13, 5982166.02, 
1116.344, 0.6, 614.94, 5982165.82, 
1121.313, 1.1, 617.97, 5982165.56, 
1126.313, 0.4, 620.99, 5982165.34, 
1131.36, 0.8, 623.97, 5982165.06, 
1136.375, 0.4, 627.01, 5982164.84, 
1141.328, 0.6, 629.81, 5982164.58, 
1146.375, 0.7, 632.78, 5982164.35, 
1151.344, 0.2, 635.72, 5982164.18, 
1156.36, 0.5, 638.42, 5982163.91, 
1161.406, 0.5, 641.53, 5982163.67, 
1166.422, 0.7, 644.56, 5982163.44, 
1171.391, 0, 647.65, 5982163.14, 
1176.406, 0.4, 650.88, 5982162.92, 
1181.406, 0.7, 653.82, 5982162.62, 
1186.453, 0.6, 657.12, 5982162.38, 
1191.422, -0.1, 660.12, 5982162.1, 
1196.422, 1.1, 663.33, 5982161.9, 
1201.422, 0.6, 666.29, 5982161.65, 
1206.453, 0.8, 669.44, 5982161.41, 
1211.422, 0.3, 672.52, 5982161.13, 
1216.438, 0.5, 675.53, 5982160.9, 
1221.438, 0.7, 678.42, 5982160.66, 
1226.485, -0.1, 681.24, 5982160.44, 
1231.5, 0.3, 684.07, 5982160.21, 
1236.469, 0.6, 686.61, 5982160.01, 
1241.5, 0.8, 689.48, 5982159.81, 
1246.485, 0.5, 691.92, 5982159.58, 
1251.485, 1, 694.49, 5982159.4, 
1256.5, 0.5, 697.61, 5982159.12, 
1261.547, 0.5, 700.16, 5982158.91, 
1266.516, 0.5, 702.74, 5982158.72, 
1271.531, 0, 705.2, 5982158.47, 
1276.547, 0.7, 707.58, 5982158.28, 
1281.578, 0, 710.23, 5982158.11, 
1286.531, 0.5, 712.87, 5982157.88, 
1291.547, 0.7, 715.45, 5982157.65, 
1296.531, 0, 718.21, 5982157.46, 
1301.547, 0.2, 720.96, 5982157.22, 
1306.547, 0.5, 723.49, 5982157.02, 
1311.547, 0.8, 726, 5982156.81, 
1316.547, 0.9, 728.68, 5982156.58, 
1321.563, 0.2, 731.09, 5982156.43, 
1326.61, -0.1, 733.76, 5982156.2, 
1331.578, 0, 736.24, 5982155.98, 
1336.578, 0, 738.82, 5982155.81, 
1341.61, 0.3, 741.35, 5982155.58, 
1346.578, 0.4, 744.04, 5982155.37, 
1351.594, 0.6, 746.53, 5982155.16, 
1356.625, 0.2, 749.08, 5982154.95, 
1361.656, 0, 751.68, 5982154.74, 
1366.625, -0.3, 754.03, 5982154.52, 
1371.625, 0.3, 756.56, 5982154.36, 
1376.641, 0.6, 759.14, 5982154.12, 
1381.688, 1.2, 761.48, 5982153.91, 
1386.625, 0.1, 763.96, 5982153.76, 
1391.625, 0.1, 766.21, 5982153.6, 
1396.656, 0.1, 768.8, 5982153.32, 
1401.625, 0, 771.06, 5982153.17, 
1406.625, 0.1, 773.54, 5982152.94, 
1411.641, 0.8, 775.83, 5982152.78, 
1416.688, 0.5, 778.26, 5982152.59, 
1421.641, 0.7, 780.64, 5982152.39, 
1426.641, 1.2, 782.81, 5982152.23, 
1431.672, 0.2, 785.03, 5982152.01, 
1436.688, 0.5, 787.4, 5982151.84, 
1441.656, 0.2, 789.53, 5982151.68, 
1446.672, 0.9, 791.92, 5982151.46, 
1451.688, 0.5, 794.27, 5982151.31, 
1456.703, 0, 796.31, 5982151.16, 
1461.703, 0.6, 798.48, 5982150.95, 
1466.703, 0.6, 800.89, 5982150.76, 
1471.766, 0.6, 803.06, 5982150.59, 
1476.703, 0.9, 805.15, 5982150.39, 
1481.735, 0.9, 807.32, 5982150.23, 
1486.703, 1.1, 809.51, 5982150.11, 
1491.719, 0.4, 811.54, 5982149.94, 
1496.735, 0.2, 813.64, 5982149.74, 
1501.766, 0.6, 815.86, 5982149.54, 
1506.781, 0.7, 817.93, 5982149.38, 
1511.75, -0.2, 819.86, 5982149.21, 
1516.766, 0.3, 822.03, 5982149.05, 
1521.781, 1, 824.18, 5982148.9, 
1526.828, 0.5, 826.27, 5982148.71, 
1531.781, 0.7, 828.28, 5982148.53, 
1536.797, 0.5, 830.39, 5982148.39, 
1541.828, 0.9, 832.45, 5982148.2, 
1546.781, 0.2, 834.48, 5982148.01, 
1551.797, 0, 836.4, 5982147.85, 
1556.828, 0.2, 838.76, 5982147.7, 
1561.781, 0.2, 840.65, 5982147.53, 
1566.828, 0.7, 842.81, 5982147.36, 
1571.781, -0.3, 844.72, 5982147.26, 
1576.797, 0.4, 846.96, 5982147.06, 
1581.781, 1, 848.67, 5982146.92, 
1586.797, 0, 850.82, 5982146.73, 
1591.813, 0, 852.67, 5982146.58, 
1596.828, 0.8, 854.71, 5982146.4, 
1601.828, 0.1, 856.08, 5982146.27, 
1606.828, 0, 858.27, 5982146.1, 
1611.844, 0.4, 860.31, 5982145.98, 
1616.891, 0.5, 862.13, 5982145.81, 
1621.906, 0.3, 864.16, 5982145.64, 
1626.875, 0.4, 865.95, 5982145.51, 
1631.891, 0.8, 867.91, 5982145.36, 
1636.906, 0.5, 869.63, 5982145.2, 
1641.953, 0.6, 871.47, 5982145.05, 
1646.938, 1.1, 873.18, 5982144.91, 
1651.922, 0.2, 874.9, 5982144.79, 
1656.938, 0.5, 876.78, 5982144.64, 
1661.969, 0, 878.63, 5982144.48, 
1667, -0.1, 880.37, 5982144.35, 
1671.969, 0.1, 882.12, 5982144.19, 
1676.985, 0.4, 883.84, 5982144.04, 
1682.016, 0.5, 885.51, 5982143.89, 
1687.031, 0.3, 887.17, 5982143.79, 
1692, 0.4, 889.03, 5982143.65, 
1697, -0.4, 890.51, 5982143.53, 
1702.016, 0.3, 892.42, 5982143.36, 
1707.063, -0.2, 893.95, 5982143.21, 
1712, 0.8, 895.73, 5982143.15, 
1717.031, 0.5, 897.35, 5982142.98, 
1722.016, 0.4, 898.87, 5982142.82, 
1727.016, 0.5, 900.72, 5982142.69, 
1732.047, 0.5, 902.22, 5982142.56, 
1737.063, 0.7, 903.85, 5982142.47, 
1742.047, 0.7, 905.28, 5982142.33, 
1747.047, 0.9, 906.89, 5982142.17, 
1752.063, 0.6, 908.54, 5982142.03, 
1757.11, 0.1, 910.04, 5982141.96, 
1762.063, -0.1, 911.62, 5982141.85, 
1767.078, 0, 913.23, 5982141.69, 
1772.078, 0.7, 914.74, 5982141.54, 
1777.141, -0.3, 916.19, 5982141.45, 
1782.094, 0.5, 917.66, 5982141.27, 
1787.11, 0.7, 919.17, 5982141.21, 
1792.141, 0.2, 920.66, 5982141.08, 
1797.156, 0, 922.28, 5982140.94, 
1802.141, 0, 923.57, 5982140.85, 
1807.172, -0.2, 925.04, 5982140.68, 
1812.156, 0.4, 926.43, 5982140.63, 
1817.172, -0.2, 927.84, 5982140.52, 
1822.188, 0.8, 929.4, 5982140.36, 
1827.188, 0.2, 931.18, 5982140.28, 
1832.219, 0.8, 932.61, 5982140.13, 
1837.188, 0.2, 933.9, 5982140.01, 
1842.235, 0.5, 935.41, 5982139.93, 
1847.266, 0.4, 936.74, 5982139.77, 
1852.203, 0.4, 938.01, 5982139.71, 
1857.219, 0.5, 939.3, 5982139.57, 
1862.25, 0.4, 940.6, 5982139.44, 
1867.219, 0.1, 941.92, 5982139.37, 
1872.219, 0.3, 943.34, 5982139.24, 
1877.235, -0.2, 944.69, 5982139.14, 
1882.266, 0.2, 946.1, 5982139.02, 
1887.25, 0.5, 947.3, 5982138.94, 
1892.266, 0, 948.61, 5982138.82, 
1897.281, 0.4, 949.83, 5982138.72, 
1902.297, 0.2, 951.16, 5982138.62, 
1907.328, 0.5, 952.57, 5982138.49, 
1912.297, -0.3, 953.71, 5982138.43, 
1917.297, -0.2, 955.78, 5982138.26, 
1922.344, 0, 956.98, 5982138.17, 
1927.36, -0.2, 958.3, 5982138.03, 
1932.328, -0.5, 959.36, 5982137.94, 
1937.375, 0.5, 960.62, 5982137.84, 
1942.328, 0.2, 961.57, 5982137.77, 
1947.344, 0.5, 962.91, 5982137.65, 
1952.344, 0, 964.13, 5982137.6, 
1957.36, 0, 965.19, 5982137.48, 
1962.406, 0.5, 966.75, 5982137.41, 
1967.375, -0.2, 967.8, 5982137.31, 
1972.391, 0.5, 968.83, 5982137.18, 
1977.438, -0.2, 969.36, 5982137.16, 
1982.406, 0.5, 970.68, 5982137.07, 
1987.422, 0, 971.6, 5982136.95, 
1992.453, 0.3, 972.5, 5982136.95, 
1997.406, 0.5, 973.47, 5982136.8, 
2002.422, -0.1, 974.57, 5982136.76, 
2007.453, 0.5, 975.57, 5982136.62, 
2012.406, -0.4, 976.61, 5982136.57, 
2017.406, 0.2, 977.64, 5982136.48, 
2022.453, 0.4, 978.76, 5982136.38, 
2027.406, 0.7, 979.88, 5982136.3, 
2032.422, 0.2, 980.83, 5982136.21, 
2037.438, 0.2, 981.8, 5982136.13, 
2042.485, 0.2, 982.68, 5982136.07, 
2047.469, 0.2, 983.75, 5982135.98, 
2052.485, 0.2, 984.74, 5982135.9, 
2057.5, 0, 985.79, 5982135.85, 
2062.531, 0.2, 986.74, 5982135.75, 
2067.516, 0.5, 987.77, 5982135.64, 
2072.531, 0.5, 988.88, 5982135.58, 
2077.5, 0.5, 989.7, 5982135.51, 
2082.516, -0.3, 990.75, 5982135.39, 
2087.531, 0.3, 991.97, 5982135.29, 
2092.563, 0.4, 992.7, 5982135.23, 
2097.531, -0.1, 993.89, 5982135.11, 
2102.578, 0.1, 995.06, 5982135.09, 
2107.547, 0.1, 995.89, 5982135, 
2112.531, 0.1, 996.96, 5982134.87, 
2117.531, 0.9, 997.79, 5982134.84, 
2122.672, 0.5, 998.69, 5982134.76, 
2127.578, 0.2, 999.69, 5982134.73, 
2132.547, 0.7, 1000.84, 5982134.61, 
2137.703, 0, 1001.73, 5982134.5, 
2142.547, 0.3, 1002.35, 5982134.45, 
2147.594, 0.4, 1003.45, 5982134.4, 
2152.547, -0.1, 1004.24, 5982134.32, 
2157.563, 0.2, 1005.12, 5982134.26, 
2162.547, -0.3, 1005.8, 5982134.25, 
2167.563, 0.1, 1006.45, 5982134.17, 
2172.578, -0.1, 1007.24, 5982134.08, 
2177.594, 0.2, 1007.78, 5982134.02, 
2182.61, 0.1, 1008.64, 5982133.93, 
2187.625, 0.6, 1009.54, 5982133.9, 
2192.672, 0.2, 1010.25, 5982133.83, 
2197.625, 0, 1010.97, 5982133.81, 
2202.641, 0.4, 1011.71, 5982133.74, 
2207.656, 0.1, 1012.45, 5982133.66, 
2212.688, -0.4, 1013.09, 5982133.65, 
2217.703, 0, 1013.69, 5982133.56, 
2222.656, 0.1, 1014.4, 5982133.53, 
2227.672, 0.2, 1015.14, 5982133.43, 
2232.656, -0.1, 1015.79, 5982133.43, 
2237.672, 0.8, 1016.68, 5982133.33, 
2242.703, 0.4, 1017.41, 5982133.28, 
2247.672, 0.2, 1018.21, 5982133.24, 
2252.672, 0.6, 1018.86, 5982133.16, 
2257.703, -0.1, 1019.42, 5982133.09, 
2262.75, 0.7, 1020.26, 5982133.03, 
2267.703, 0, 1021.06, 5982132.96, 
2272.703, -0.2, 1021.66, 5982132.93, 
2277.719, -0.2, 1022.51, 5982132.87, 
2282.75, 0, 1022.94, 5982132.84, 
2287.703, 0.1, 1023.63, 5982132.78, 
2292.735, 0.1, 1024.33, 5982132.67, 
2297.703, 0.2, 1024.89, 5982132.63, 
2302.703, 0.2, 1025.68, 5982132.62, 
2307.719, 0.3, 1026.22, 5982132.52, 
2312.75, 0.4, 1027, 5982132.51, 
2317.719, 0, 1027.63, 5982132.47, 
2322.719, -0.1, 1028.31, 5982132.38, 
2327.766, 0.6, 1029.14, 5982132.33, 
2332.735, -0.2, 1029.59, 5982132.27, 
2337.766, 0.5, 1030.65, 5982132.2, 
2342.781, 0, 1031.35, 5982132.16, 
2347.781, 0.3, 1032.02, 5982132.07, 
2352.781, -0.1, 1032.57, 5982132.06, 
2357.813, 0.1, 1033.24, 5982131.96, 
2362.813, 0.1, 1033.12, 5982131.97, 
2367.828, -0.2, 1033.9, 5982131.94, 
2372.844, 0, 1034.75, 5982131.87, 
2377.875, 0.2, 1035.24, 5982131.8, 
2382.906, 0.2, 1035.78, 5982131.77, 
2387.891, 0.2, 1036.32, 5982131.74, 
2392.891, 0.4, 1036.93, 5982131.65, 
2397.891, 0.4, 1037.66, 5982131.62, 
2402.938, -0.6, 1038.34, 5982131.53, 
2407.906, 0.3, 1038.59, 5982131.53, 
2412.938, -0.7, 1039.54, 5982131.49, 
2417.906, -0.2, 1039.94, 5982131.44, 
2422.938, 0.1, 1040.44, 5982131.41, 
2427.969, -0.9, 1041.09, 5982131.39, 
2432.906, 0.1, 1041.55, 5982131.32, 
2437.906, -0.3, 1042.17, 5982131.27, 
2442.938, 0.1, 1042.62, 5982131.22, 
2447.922, 0, 1043.35, 5982131.19, 
2452.938, 0.3, 1043.94, 5982131.15, 
2457.953, -0.4, 1044.3, 5982131.08, 
2462.969, 0.6, 1044.91, 5982131.04, 
2468, -0.6, 1045.03, 5982131.04, 
2472.969, 0.1, 1045.57, 5982130.98, 
2477.985, -0.1, 1046.02, 5982130.97, 
2483, 0.3, 1046.67, 5982130.92, 
2488.031, 0.3, 1047.12, 5982130.84, 
2493, 0, 1047.6, 5982130.85, 
2498.016, 0.2, 1048.12, 5982130.82, 
2503.063, 0.2, 1048.55, 5982130.75, 
2508.016, -0.2, 1048.74, 5982130.77, 
2513.031, 0.6, 1049.26, 5982130.72, 
2518.031, 0.1, 1049.51, 5982130.65, 
2523.031, -0.3, 1049.97, 5982130.64, 
2528.063, 0, 1050.36, 5982130.6, 
2533.11, 0, 1050.74, 5982130.59, 
2538.063, 0.2, 1050.99, 5982130.58, 
2543.094, 0.5, 1051.54, 5982130.48, 
2548.063, 0.1, 1051.79, 5982130.46, 
2553.078, -0.2, 1052.24, 5982130.44, 
2558.11, 0.5, 1052.69, 5982130.38, 
2563.141, -0.5, 1053.1, 5982130.35, 
2568.11, 0.4, 1053.53, 5982130.31, 
2573.11, 0.4, 1054.04, 5982130.26, 
2578.125, 0.9, 1054.38, 5982130.3, 
2583.172, -0.1, 1054.71, 5982130.25, 
2588.125, -0.1, 1055.07, 5982130.24, 
2593.125, 0.8, 1055.61, 5982130.15, 
2598.172, 0.1, 1056.02, 5982130.14, 
2603.141, 0.1, 1056.35, 5982130.12, 
2608.141, 0.1, 1056.83, 5982130.06, 
2613.156, 0.1, 1057.02, 5982130.05, 
2618.156, 0, 1057.37, 5982130.06, 
2623.203, -0.2, 1057.86, 5982130.02, 
2628.156, 0.1, 1058.34, 5982129.95, 
2633.203, -0.2, 1058.69, 5982129.97, 
2638.172, 0.5, 1059.04, 5982129.93, 
2643.188, -0.3, 1059.27, 5982129.9, 
2648.156, -0.4, 1059.8, 5982129.89, 
2653.203, 0.2, 1060.12, 5982129.8, 
2658.172, -0.4, 1060.42, 5982129.8, 
2663.188, 0, 1060.8, 5982129.78, 
2668.219, 0.3, 1061.13, 5982129.72, 
2673.188, -0.4, 1061.35, 5982129.68, 
2678.203, 0.2, 1061.99, 5982129.68, 
2683.235, 0.1, 1062.13, 5982129.67, 
2688.203, -0.3, 1062.54, 5982129.65, 
2693.219, 0.2, 1062.9, 5982129.59, 
2698.203, 0.2, 1063.22, 5982129.54, 
2703.203, 0.2, 1063.48, 5982129.57, 
2708.235, 0.2, 1063.83, 5982129.5, 
2713.25, 0, 1064.22, 5982129.49, 
2718.219, -0.5, 1064.49, 5982129.44, 
2723.235, 0.2, 1064.9, 5982129.47, 
2728.235, 0.4, 1065.29, 5982129.38, 
2733.25, -0.5, 1065.69, 5982129.38, 
2738.266, -0.4, 1065.78, 5982129.34, 
2743.313, 0.1, 1066.13, 5982129.32, 
2748.344, -0.1, 1066.58, 5982129.3, 
2753.281, 0.2, 1066.86, 5982129.27, 
2758.313, -0.2, 1067.1, 5982129.21, 
2763.328, 0.5, 1067.44, 5982129.23, 
2768.281, 0.3, 1067.82, 5982129.22, 
2773.313, -0.2, 1068.06, 5982129.19, 
2778.328, -0.4, 1068.46, 5982129.11, 
2783.281, -0.5, 1068.66, 5982129.13, 
2788.297, 0.5, 1068.95, 5982129.11, 
2793.313, 0.1, 1069.3, 5982129.05, 
2798.313, -0.3, 1069.65, 5982129.06, 
2803.313, 0.2, 1069.8, 5982129, 
2808.344, 0.4, 1070.14, 5982129, 
2813.375, -0.1, 1070.26, 5982129, 
2818.344, 0.2, 1070.65, 5982128.98, 
2823.36, -0.1, 1070.8, 5982128.96, 
2828.375, -0.4, 1070.99, 5982128.94, 
2833.406, 0.1, 1071.42, 5982128.9, 
2838.375, 0.2, 1071.62, 5982128.84, 
2843.375, -0.3, 1071.85, 5982128.87, 
2848.391, 0, 1072.14, 5982128.85, 
2853.422, 0, 1072.5, 5982128.82, 
2858.375, 0, 1072.63, 5982128.82, 
2863.391, 0.4, 1072.93, 5982128.73, 
2868.422, 0, 1073.23, 5982128.75, 
2873.469, 0.2, 1073.38, 5982128.71, 
2878.422, 0, 1073.6, 5982128.71, 
2883.438, 0, 1073.91, 5982128.71, 
2888.469, 0, 1074.08, 5982128.7, 
2893.453, 0, 1074.36, 5982128.71, 
2898.453, 0, 1074.68, 5982128.64, 
2903.469, -0.2, 1074.91, 5982128.6, 
2908.5, 0.3, 1075.16, 5982128.6, 
2913.469, -0.4, 1075.45, 5982128.56, 
2918.469, -0.5, 1075.62, 5982128.56, 
2923.516, -0.4, 1075.79, 5982128.53, 
2928.531, -0.2, 1075.91, 5982128.5, 
2933.5, 0.2, 1076.33, 5982128.52, 
2938.516, 0.2, 1076.55, 5982128.48, 
