Start Log	Run: 62	Date: 4/23/2024   Time: 8:03:14
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
1096.125, 0.5, 605.96, 5982183.78, 
1101.14, 0.5, 609.63, 5982183.47, 
1106.172, 0.5, 613.4, 5982183.21, 
1111.203, 0.4, 617.03, 5982182.92, 
1116.14, 0, 620.4, 5982182.6, 
1121.172, 0.1, 624.2, 5982182.29, 
1126.14, 0.8, 627.76, 5982182.05, 
1131.14, 0.5, 631.23, 5982181.72, 
1136.156, 0.1, 634.91, 5982181.47, 
1141.187, 0.4, 638.44, 5982181.13, 
1146.14, 0.5, 641.91, 5982180.87, 
1151.156, 0.6, 645.59, 5982180.57, 
1156.187, 0.7, 649.26, 5982180.28, 
1161.156, 0.9, 652.84, 5982179.95, 
1166.156, 0.2, 656.28, 5982179.68, 
1171.187, 0.9, 660.12, 5982179.41, 
1176.156, 1.2, 663.49, 5982179.12, 
1181.156, 0.7, 667.19, 5982178.83, 
1186.187, 0.8, 670.69, 5982178.53, 
1191.156, 1.2, 674.22, 5982178.26, 
1196.187, 0.7, 677.91, 5982177.94, 
1201.218, 0.7, 681.67, 5982177.63, 
1206.187, 0.9, 685.17, 5982177.36, 
1211.187, 0.8, 688.63, 5982177.06, 
1216.218, 0.7, 692.31, 5982176.79, 
1221.187, 0.7, 695.82, 5982176.51, 
1226.187, 0.7, 699.5, 5982176.22, 
1231.218, -0.1, 703.1, 5982175.87, 
1236.234, 0.3, 706.57, 5982175.6, 
1241.218, 0.1, 710.39, 5982175.32, 
1246.218, 0.6, 713.95, 5982175.02, 
1251.265, 0.3, 717.63, 5982174.75, 
1256.234, 0.2, 721.04, 5982174.49, 
1261.234, 0.6, 724.54, 5982174.21, 
1266.25, 0.8, 728.04, 5982173.9, 
1271.281, 1, 731.6, 5982173.62, 
1276.25, 0.8, 734.67, 5982173.39, 
1281.25, 0.1, 737.93, 5982173.12, 
1286.265, 0.4, 741.42, 5982172.82, 
1291.297, 0.5, 744.65, 5982172.58, 
1296.265, -0.2, 747.72, 5982172.25, 
1301.281, 0.3, 750.89, 5982172.07, 
1306.312, 0.5, 753.92, 5982171.81, 
1311.265, 0.9, 757.08, 5982171.56, 
1316.281, 0.2, 760, 5982171.33, 
1321.312, 0.7, 762.98, 5982171.06, 
1326.297, 0.5, 766.01, 5982170.85, 
1331.312, 1, 768.86, 5982170.58, 
1336.328, 0.8, 772.06, 5982170.32, 
1341.375, 0.8, 775.06, 5982170.1, 
1346.359, 0.6, 777.9, 5982169.89, 
1351.39, 1.1, 780.83, 5982169.66, 
1356.343, 0.7, 783.79, 5982169.39, 
1361.343, 0.4, 786.76, 5982169.15, 
1366.343, 0.9, 789.63, 5982168.94, 
1371.343, 1.2, 792.52, 5982168.67, 
1376.359, 0.5, 795.52, 5982168.46, 
1381.406, 0.3, 798.39, 5982168.23, 
1386.343, 0.5, 801.24, 5982167.97, 
1391.375, 0.5, 804.3, 5982167.74, 
1396.39, 0.7, 806.87, 5982167.53, 
1401.343, 0.2, 809.87, 5982167.32, 
1406.359, 0.5, 812.56, 5982167.07, 
1411.406, 1.2, 815.61, 5982166.84, 
1416.343, -0.3, 818.16, 5982166.61, 
1421.359, 1, 821.07, 5982166.38, 
1426.406, 0.9, 824.04, 5982166.14, 
1431.359, 0.5, 826.91, 5982165.91, 
1436.359, 0.5, 829.71, 5982165.66, 
1441.406, 0.1, 832.48, 5982165.43, 
1446.359, 0.9, 835.33, 5982165.21, 
1451.39, 0.1, 838.11, 5982164.98, 
1456.422, 0.5, 840.87, 5982164.78, 
1461.437, -0.5, 843.76, 5982164.53, 
1466.39, 1.5, 846.64, 5982164.29, 
1471.422, 0.2, 849.24, 5982164.09, 
1476.468, 0.2, 852.1, 5982163.84, 
1481.437, 0.2, 854.69, 5982163.65, 
1486.453, 0.7, 857.32, 5982163.4, 
1491.484, 0.7, 860.02, 5982163.2, 
1496.453, 0.2, 862.72, 5982163, 
1501.468, 0.3, 865.34, 5982162.81, 
1506.5, 0.4, 867.9, 5982162.56, 
1511.468, 0.8, 870.5, 5982162.39, 
1516.484, 0.8, 873.03, 5982162.19, 
1521.515, 0.1, 875.63, 5982161.95, 
1526.547, 0.2, 878.18, 5982161.74, 
1531.515, 1.3, 880.61, 5982161.57, 
1536.515, 0.3, 883.08, 5982161.38, 
1541.547, 0.3, 885.54, 5982161.17, 
1546.562, 0.5, 888.03, 5982160.95, 
1551.515, 0.2, 890.33, 5982160.75, 
1556.531, 0.6, 892.85, 5982160.61, 
1561.562, 0.7, 895.01, 5982160.4, 
1566.515, -0.2, 897.42, 5982160.23, 
1571.515, 0.1, 899.68, 5982160, 
1576.547, 0.5, 901.97, 5982159.84, 
1581.593, -0.1, 904.21, 5982159.63, 
1586.547, 1, 906.64, 5982159.5, 
1591.562, -0.3, 908.88, 5982159.23, 
1596.609, 0.3, 911.13, 5982159.08, 
1601.562, 0.8, 913.37, 5982158.93, 
1606.578, 0.7, 915.64, 5982158.76, 
1611.562, -0.7, 917.7, 5982158.55, 
1616.562, 0.9, 920.22, 5982158.37, 
1621.578, 0.5, 922.36, 5982158.19, 
1626.625, 1.2, 924.34, 5982158.03, 
1631.562, 0.7, 926.34, 5982157.86, 
1636.562, 0.7, 928.64, 5982157.67, 
1641.562, 0.7, 930.45, 5982157.54, 
1646.578, 0, 932.79, 5982157.37, 
1651.593, 0.5, 934.73, 5982157.17, 
1656.593, 0.4, 936.88, 5982156.98, 
1661.625, 0.2, 938.92, 5982156.86, 
1666.578, 0.3, 941.03, 5982156.68, 
1671.64, 0.5, 942.96, 5982156.49, 
1676.625, 0.5, 945.07, 5982156.36, 
1681.593, 0.2, 946.94, 5982156.2, 
1686.656, 0.2, 948.96, 5982156.03, 
1691.64, 0.3, 950.94, 5982155.9, 
1696.609, 0.7, 952.89, 5982155.73, 
1701.672, 0.5, 954.84, 5982155.6, 
1706.64, 0, 956.76, 5982155.35, 
1711.672, 0.1, 958.93, 5982155.27, 
1716.765, 0.2, 960.9, 5982155.06, 
1721.656, 1.4, 963.17, 5982154.89, 
1726.687, 0.4, 965.7, 5982154.67, 
1731.765, 0.6, 967.13, 5982154.56, 
1736.734, 0.6, 968.61, 5982154.49, 
1741.687, 0.9, 970.62, 5982154.29, 
1746.859, -0.1, 972.38, 5982154.17, 
1751.718, 0.2, 974.29, 5982153.97, 
1756.765, 0.2, 976.01, 5982153.89, 
1761.765, 0.7, 977.48, 5982153.75, 
1766.765, 0.7, 979.33, 5982153.56, 
1771.718, 0.4, 981.43, 5982153.41, 
1776.734, 0.4, 982.35, 5982153.37, 
1781.75, 0.7, 983.49, 5982153.24, 
1786.797, 0.3, 985.14, 5982153.12, 
1791.75, -0.1, 986.7, 5982152.94, 
1796.75, 0.7, 988.48, 5982152.82, 
1801.781, 0.4, 990.02, 5982152.7, 
1806.781, 0.2, 991.78, 5982152.55, 
1811.797, 0.5, 993.38, 5982152.46, 
1816.843, 0.7, 995.1, 5982152.28, 
1821.797, -0.1, 996.61, 5982152.18, 
1826.812, 0.3, 998.2, 5982152.1, 
1831.828, 0.2, 999.79, 5982151.93, 
1836.875, 0.6, 1001.52, 5982151.77, 
1841.843, -0.1, 1002.97, 5982151.67, 
1846.859, 0.2, 1004.48, 5982151.54, 
1851.875, -0.7, 1005.9, 5982151.47, 
1856.922, -0.3, 1007.41, 5982151.34, 
1861.875, 0.9, 1009.02, 5982151.21, 
1866.89, -0.1, 1010.44, 5982151.08, 
1871.937, -0.3, 1011.82, 5982151, 
1876.89, -0.1, 1013.16, 5982150.83, 
1881.89, 0.1, 1014.76, 5982150.7, 
1886.922, 0.7, 1016.11, 5982150.58, 
1891.906, 0.6, 1017.52, 5982150.48, 
1896.922, -0.5, 1018.99, 5982150.39, 
1901.953, -0.1, 1020.43, 5982150.28, 
1906.937, 0, 1021.62, 5982150.18, 
1911.984, -0.2, 1023.02, 5982150.04, 
1917.015, 1, 1024.45, 5982149.97, 
1921.968, 0, 1025.74, 5982149.83, 
1926.968, -0.4, 1027.1, 5982149.74, 
1932, 0.2, 1028.3, 5982149.64, 
1936.968, 0.4, 1029.57, 5982149.53, 
1941.984, 0.7, 1031, 5982149.42, 
1947.015, 0.2, 1032.23, 5982149.32, 
1952, 1.2, 1033.44, 5982149.19, 
1957.015, 0.8, 1034.64, 5982149.11, 
1962.047, 0.1, 1035.9, 5982149, 
1967.078, 0, 1037.02, 5982148.91, 
1972.031, 0.1, 1038.41, 5982148.8, 
1977.062, 0, 1039.67, 5982148.75, 
1982.031, 0, 1040.59, 5982148.63, 
1987.031, 0.2, 1041.91, 5982148.52, 
1992.062, -0.2, 1043.01, 5982148.4, 
1997.078, 0.6, 1044.13, 5982148.33, 
2002.109, 0, 1045.4, 5982148.25, 
2007.062, -0.3, 1046.45, 5982148.14, 
2012.062, 0.2, 1047.73, 5982148.08, 
2017.078, 0.6, 1048.77, 5982147.95, 
2022.109, 0, 1049.68, 5982147.89, 
2027.078, 0, 1051.14, 5982147.78, 
2032.109, 0.2, 1052.22, 5982147.68, 
2037.078, 0, 1053.05, 5982147.62, 
2042.093, -0.2, 1054.32, 5982147.55, 
2047.078, 0, 1055.12, 5982147.45, 
2052.093, -0.5, 1056.44, 5982147.38, 
2057.125, 0, 1057.38, 5982147.28, 
2062.156, 0.3, 1058.53, 5982147.22, 
2067.093, 0.5, 1059.59, 5982147.14, 
2072.125, 0.2, 1060.52, 5982147.05, 
2077.156, -0.2, 1061.54, 5982146.96, 
2082.093, -0.5, 1062.45, 5982146.87, 
2087.093, 1.2, 1063.48, 5982146.77, 
2092.14, -0.4, 1064.43, 5982146.71, 
2097.109, 0, 1065.42, 5982146.63, 
2102.109, -0.6, 1066.35, 5982146.52, 
2107.14, 0.7, 1067.28, 5982146.44, 
2112.172, -0.1, 1068.37, 5982146.41, 
2117.125, -0.2, 1069.3, 5982146.33, 
2122.14, 0.3, 1070.15, 5982146.23, 
2127.156, -0.3, 1071.04, 5982146.16, 
2132.203, 0.5, 1072.01, 5982146.08, 
2137.156, -0.1, 1072.91, 5982146.03, 
2142.218, 0.4, 1073.85, 5982145.95, 
2147.172, -0.1, 1074.77, 5982145.89, 
2152.187, 0.2, 1075.67, 5982145.81, 
2157.203, 0.5, 1076.51, 5982145.74, 
2162.218, 0.2, 1077.43, 5982145.64, 
2167.187, 0.4, 1078.37, 5982145.6, 
2172.203, 0.9, 1079.23, 5982145.53, 
2177.234, 0.2, 1080.01, 5982145.43, 
2182.187, 0.6, 1080.78, 5982145.41, 
2187.187, 0.5, 1081.71, 5982145.35, 
2192.187, 0.3, 1082.53, 5982145.24, 
2197.218, 0.1, 1083.19, 5982145.19, 
2202.265, 0.6, 1084.28, 5982145.11, 
2207.218, 1.2, 1084.96, 5982145.03, 
2212.218, 0, 1085.75, 5982144.99, 
2217.25, 0.4, 1086.47, 5982144.9, 
2222.218, -0.5, 1087.28, 5982144.85, 
2227.234, -0.2, 1087.92, 5982144.81, 
2232.265, 0.1, 1088.81, 5982144.72, 
2237.25, 0.4, 1089.63, 5982144.65, 
2242.281, 0.3, 1090.31, 5982144.6, 
2247.312, 0.5, 1091.07, 5982144.59, 
2252.265, -0.3, 1091.82, 5982144.5, 
2257.265, 0.5, 1092.53, 5982144.42, 
2262.281, 1.2, 1093.23, 5982144.37, 
2267.328, 0.2, 1094, 5982144.33, 
2272.281, 0.1, 1094.59, 5982144.24, 
2277.297, -0.4, 1095.29, 5982144.2, 
2282.312, 0, 1095.96, 5982144.18, 
2287.328, 0.3, 1096.74, 5982144.08, 
2292.359, -0.3, 1097.37, 5982144.09, 
2297.312, 0, 1097.98, 5982143.99, 
2302.312, 0.5, 1098.62, 5982143.93, 
2307.359, 0.5, 1099.27, 5982143.9, 
2312.312, 0.7, 1099.99, 5982143.82, 
2317.328, 0.5, 1100.66, 5982143.73, 
2322.359, 0.5, 1101.34, 5982143.73, 
2327.343, 0.4, 1101.99, 5982143.67, 
2332.312, 0, 1102.61, 5982143.63, 
2337.312, 0.4, 1103.32, 5982143.56, 
2342.343, -0.8, 1103.74, 5982143.51, 
2347.312, 0.4, 1104.46, 5982143.44, 
2352.343, 0.9, 1104.98, 5982143.4, 
2357.375, -0.2, 1105.72, 5982143.37, 
2362.328, 0.4, 1106.21, 5982143.36, 
2367.343, 0.3, 1106.9, 5982143.25, 
2372.359, -0.1, 1107.54, 5982143.2, 
2377.343, -0.7, 1108.12, 5982143.19, 
2382.375, 0, 1108.66, 5982143.15, 
2387.343, -0.3, 1109.25, 5982143.09, 
2392.375, -0.1, 1109.83, 5982143.03, 
2397.359, -0.3, 1110.53, 5982142.98, 
2402.406, -0.5, 1110.9, 5982142.95, 
2407.437, -0.1, 1111.65, 5982142.89, 
2412.375, -0.2, 1112.07, 5982142.87, 
2417.437, 0, 1112.77, 5982142.81, 
2422.39, 0, 1113.12, 5982142.77, 
2427.39, 0, 1113.67, 5982142.72, 
2432.422, -0.1, 1114.35, 5982142.64, 
2437.406, -0.1, 1114.82, 5982142.66, 
2442.422, 0.4, 1115.33, 5982142.59, 
2447.422, 0.1, 1115.97, 5982142.55, 
2452.468, -0.4, 1116.33, 5982142.51, 
2457.437, 0.5, 1116.75, 5982142.47, 
2462.484, 0.1, 1117.29, 5982142.42, 
2467.437, -0.2, 1117.72, 5982142.41, 
2472.437, -0.1, 1118.21, 5982142.42, 
2477.468, 0.6, 1118.82, 5982142.35, 
2482.437, -0.9, 1119.19, 5982142.27, 
2487.453, -0.5, 1119.64, 5982142.24, 
2492.437, 0.4, 1119.97, 5982142.18, 
2497.468, 0.7, 1120.53, 5982142.2, 
2502.437, -0.3, 1120.95, 5982142.15, 
2507.437, 0.2, 1121.33, 5982142.13, 
2512.437, 0.2, 1121.92, 5982142.09, 
2517.437, 0.4, 1122.32, 5982142.05, 
2522.453, -0.4, 1122.74, 5982142, 
2527.5, 0, 1123.22, 5982141.97, 
2532.437, -0.6, 1123.53, 5982141.95, 
2537.453, -0.4, 1123.88, 5982141.93, 
2542.5, 0, 1124.39, 5982141.87, 
2547.453, 0.1, 1124.75, 5982141.84, 
2552.468, -0.1, 1125.28, 5982141.8, 
2557.484, 0.9, 1125.6, 5982141.75, 
2562.515, 0.2, 1126.01, 5982141.76, 
2567.468, -0.5, 1126.41, 5982141.67, 
2572.468, 0.4, 1126.93, 5982141.67, 
2577.515, 0.1, 1127.22, 5982141.67, 
2582.468, 0.2, 1127.49, 5982141.61, 
2587.515, 0, 1127.94, 5982141.59, 
2592.468, 0.3, 1128.3, 5982141.57, 
2597.468, 0.1, 1128.76, 5982141.53, 
2602.5, 0.4, 1129.02, 5982141.48, 
2607.515, -0.9, 1129.36, 5982141.4, 
2612.484, 0, 1129.75, 5982141.38, 
2617.484, 0.2, 1130.22, 5982141.39, 
2622.515, 0.7, 1130.55, 5982141.36, 
2627.547, -0.4, 1131.07, 5982141.34, 
2632.5, 0.2, 1131.35, 5982141.3, 
2637.5, 0, 1131.65, 5982141.24, 
2642.531, 0.3, 1132.11, 5982141.25, 
2647.547, 0.3, 1132.46, 5982141.19, 
2652.515, 0.6, 1132.87, 5982141.15, 
2657.515, 0.6, 1133.27, 5982141.16, 
2662.562, 0.3, 1133.62, 5982141.12, 
2667.515, -0.3, 1133.95, 5982141.15, 
2672.515, -0.4, 1134.28, 5982141.07, 
2677.578, 0.5, 1134.48, 5982141.04, 
2682.515, -0.1, 1134.91, 5982140.98, 
2687.562, -0.7, 1135.26, 5982141, 
2692.515, 0.2, 1135.63, 5982140.97, 
2697.515, 0.2, 1135.89, 5982140.93, 
2702.531, -0.2, 1136.27, 5982140.91, 
2707.562, -0.2, 1136.63, 5982140.89, 
2712.531, 0.1, 1136.83, 5982140.83, 
2717.531, -0.3, 1137.14, 5982140.83, 
2722.562, 0, 1137.34, 5982140.81, 
2727.593, 0.2, 1137.7, 5982140.77, 
2732.547, 0.2, 1138.05, 5982140.76, 
2737.562, -0.1, 1138.38, 5982140.75, 
2742.578, 0.4, 1138.68, 5982140.71, 
2747.625, -0.3, 1138.91, 5982140.69, 
2752.578, 0.4, 1139.24, 5982140.69, 
2757.609, 0.1, 1139.4, 5982140.64, 
2762.562, 0.2, 1139.8, 5982140.62, 
2767.593, -0.2, 1139.93, 5982140.6, 
2772.562, 0.3, 1140.04, 5982140.58, 
2777.562, 0.2, 1140.42, 5982140.57, 
2782.578, 0.3, 1140.77, 5982140.52, 
2787.625, 0.3, 1140.98, 5982140.51, 
2792.578, 0.1, 1141.34, 5982140.53, 
2797.578, 0.1, 1141.61, 5982140.46, 
2802.593, 0, 1141.85, 5982140.45, 
2807.64, -1, 1142.22, 5982140.43, 
2812.593, -0.2, 1142.4, 5982140.42, 
2817.609, 0.5, 1142.66, 5982140.39, 
2822.656, 0.2, 1142.95, 5982140.36, 
2827.672, 0.5, 1143.07, 5982140.32, 
2832.64, 0.5, 1143.36, 5982140.3, 
2837.672, 0.1, 1143.57, 5982140.29, 
2842.703, 0.6, 1143.72, 5982140.32, 
2847.64, 0.1, 1143.99, 5982140.25, 
2852.672, 0.1, 1144.26, 5982140.23, 
2857.64, 0.1, 1144.49, 5982140.22, 
2862.656, 0.3, 1144.59, 5982140.24, 
2867.687, 0, 1144.85, 5982140.2, 
2872.718, -0.3, 1145.06, 5982140.2, 
2877.687, -0.4, 1145.39, 5982140.18, 
2882.703, -0.2, 1145.49, 5982140.14, 
2887.734, 0.1, 1145.69, 5982140.15, 
2892.703, 0.1, 1146, 5982140.15, 
2897.718, 0.4, 1146.09, 5982140.09, 
2902.781, -0.7, 1146.37, 5982140.07, 
2907.718, 0.1, 1146.35, 5982140.09, 
2912.734, -0.3, 1146.58, 5982140.09, 
2917.765, -0.2, 1146.75, 5982140.07, 
