Start Log	Run: 66	Date: 5/10/2024   Time: 11:58:37
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
6743.328, 0.3, 1005, 5982141.91, 
6748.359, -0.2, 1004.93, 5982141.94, 
6753.313, 0.1, 1004.92, 5982141.92, 
6758.328, -0.6, 1005.01, 5982141.92, 
6763.344, 0.2, 1005.07, 5982141.91, 
6768.375, 0.5, 1005.17, 5982141.85, 
6773.406, 0.2, 1005.17, 5982141.87, 
6778.359, 0.8, 1005.34, 5982141.9, 
6783.359, -0.2, 1005.36, 5982141.89, 
6788.391, -0.2, 1005.27, 5982141.85, 
6793.375, 0.9, 1005.45, 5982141.9, 
6798.406, 0.5, 1005.4, 5982141.89, 
6803.359, -0.2, 1005.36, 5982141.88, 
6808.359, 0.4, 1005.59, 5982141.85, 
6813.406, 0.2, 1005.55, 5982141.85, 
6818.359, 0.3, 1005.46, 5982141.88, 
6823.375, -0.3, 1005.57, 5982141.84, 
6828.406, -0.5, 1005.64, 5982141.87, 
6833.359, 0.6, 1005.66, 5982141.87, 
6838.375, 0, 1005.64, 5982141.91, 
6843.359, -0.1, 1005.64, 5982141.9, 
6848.359, 0, 1005.68, 5982141.89, 
6853.406, 0.2, 1005.74, 5982141.88, 
6858.359, 0.2, 1005.47, 5982141.85, 
6863.406, 0.2, 1005.75, 5982141.84, 
6868.359, 0.3, 1005.68, 5982141.84, 
6873.359, -0.5, 1005.54, 5982141.84, 
6878.406, -0.3, 1005.8, 5982141.89, 
6883.438, -0.1, 1005.7, 5982141.82, 
6888.406, 0.5, 1005.87, 5982141.84, 
6893.422, 0, 1005.92, 5982141.81, 
6898.438, 0, 1006.03, 5982141.83, 
6903.438, -0.3, 1005.96, 5982141.87, 
6908.453, 0.6, 1005.91, 5982141.82, 
6913.469, -0.6, 1006.06, 5982141.81, 
6918.516, 0.4, 1005.99, 5982141.83, 
6923.469, 0, 1005.94, 5982141.82, 
6928.469, 0.2, 1005.92, 5982141.82, 
6933.5, 0.2, 1005.94, 5982141.84, 
6938.469, 0, 1006.02, 5982141.82, 
6943.5, 0.4, 1006.01, 5982141.82, 
6948.484, 0.7, 1006.12, 5982141.82, 
6953.5, -0.3, 1006.1, 5982141.82, 
6958.531, -0.1, 1006.13, 5982141.81, 
6963.563, -0.1, 1006.02, 5982141.82, 
6968.578, 0, 1006.11, 5982141.83, 
6973.531, 0, 1006.11, 5982141.82, 
6978.547, 0.2, 1006.11, 5982141.84, 
6983.578, 0, 1006.05, 5982141.83, 
6988.531, -0.5, 1006.11, 5982141.78, 
6993.547, 0, 1006.06, 5982141.84, 
6998.563, -0.4, 1006.02, 5982141.83, 
7003.547, -0.1, 1006.06, 5982141.79, 
7008.563, -0.5, 1006.12, 5982141.79, 
7013.594, 0.2, 1005.92, 5982141.82, 
7018.578, -0.5, 1006.1, 5982141.82, 
7023.609, 0, 1006.08, 5982141.77, 
7028.578, 0.3, 1006.02, 5982141.81, 
7033.625, -0.1, 1006.02, 5982141.83, 
7038.641, -0.2, 1006, 5982141.8, 
7043.625, -0.5, 1006.09, 5982141.82, 
7048.641, 0, 1006.16, 5982141.8, 
7053.656, 0.2, 1006.16, 5982141.8, 
7058.641, 0.4, 1006.19, 5982141.8, 
7063.703, -0.2, 1006.1, 5982141.85, 
7068.656, -0.1, 1006.18, 5982141.82, 
7073.672, -0.5, 1006.05, 5982141.85, 
7078.703, 0.3, 1006.24, 5982141.82, 
7083.656, 0.1, 1006.13, 5982141.8, 
7088.656, 0, 1006.14, 5982141.79, 
7093.672, -0.2, 1006.18, 5982141.78, 
7098.688, 0, 1006.25, 5982141.85, 
7103.703, 0.3, 1006.27, 5982141.76, 
7108.734, -0.5, 1006.21, 5982141.8, 
7113.703, 0.2, 1006.41, 5982141.83, 
7118.703, 0.2, 1006.4, 5982141.82, 
7123.734, 0.3, 1006.46, 5982141.77, 
7128.75, 0, 1006.44, 5982141.8, 
7133.703, 0, 1006.46, 5982141.81, 
7138.766, 0.3, 1006.64, 5982141.74, 
7143.703, 0.3, 1006.51, 5982141.8, 
7148.75, -0.5, 1006.4, 5982141.83, 
7153.734, -0.4, 1006.47, 5982141.76, 
7158.734, 0.2, 1006.61, 5982141.74, 
7163.766, 0.2, 1006.53, 5982141.8, 
7168.75, 0, 1006.55, 5982141.79, 
7173.797, 0.2, 1006.67, 5982141.74, 
7178.734, 0.1, 1006.61, 5982141.8, 
7183.781, 0.5, 1006.57, 5982141.76, 
7188.813, 0.1, 1006.57, 5982141.75, 
7193.766, -0.8, 1006.51, 5982141.76, 
7198.797, 0, 1006.63, 5982141.77, 
7203.813, -0.3, 1006.58, 5982141.78, 
7208.797, 0.2, 1006.86, 5982141.78, 
7213.828, 1.4, 1006.81, 5982141.7, 
7218.844, -0.4, 1006.84, 5982141.77, 
7223.813, 0.1, 1006.65, 5982141.75, 
7228.828, 0.1, 1007.17, 5982141.74, 
7233.813, 0.9, 1007.6, 5982141.69, 
7238.828, 0.2, 1008.41, 5982141.64, 
7243.859, 0.2, 1009.11, 5982141.55, 
7248.891, 0.3, 1009.57, 5982141.52, 
7253.906, 0.2, 1010.02, 5982141.5, 
7258.859, 0.2, 1010.33, 5982141.49, 
7263.906, 0.5, 1010.7, 5982141.42, 
7268.859, 0.3, 1011.05, 5982141.4, 
7273.891, -0.4, 1011.25, 5982141.35, 
7278.922, 0.3, 1011.73, 5982141.36, 
7283.875, -0.3, 1011.81, 5982141.35, 
7288.906, 0.3, 1012.12, 5982141.29, 
7293.938, -0.6, 1012.49, 5982141.33, 
7298.922, 0.2, 1012.76, 5982141.3, 
7303.938, 0.4, 1012.95, 5982141.23, 
7308.906, -0.1, 1013.13, 5982141.26, 
7313.922, 0.3, 1013.36, 5982141.21, 
7318.953, 0, 1013.74, 5982141.21, 
7323.906, -0.1, 1013.89, 5982141.21, 
7328.938, 0.1, 1014.04, 5982141.2, 
7333.969, 0.3, 1014.44, 5982141.11, 
7338.938, -0.3, 1014.49, 5982141.13, 
7343.953, -0.2, 1014.77, 5982141.13, 
7348.953, 0.8, 1014.99, 5982141.03, 
7353.969, 0.7, 1015.04, 5982141.04, 
7359, -0.2, 1015.66, 5982141.08, 
7363.953, -0.2, 1015.9, 5982141.03, 
7368.953, 0.5, 1015.98, 5982141.05, 
7374, -0.3, 1016.35, 5982141.01, 
7378.969, 0, 1016.59, 5982140.97, 
7383.969, -0.6, 1016.69, 5982140.99, 
7389.016, -0.2, 1017.01, 5982140.97, 
7393.969, 0, 1017.24, 5982140.9, 
7398.969, -0.1, 1017.42, 5982140.89, 
7404, 0.3, 1017.65, 5982140.85, 
7409.031, -0.6, 1017.71, 5982140.9, 
7414, 0.7, 1017.96, 5982140.85, 
7419, 0.2, 1018.18, 5982140.85, 
7424.016, -0.3, 1018.26, 5982140.82, 
7429.016, 0.2, 1018.52, 5982140.8, 
7434.031, -0.2, 1018.8, 5982140.79, 
7439.047, -0.2, 1019.07, 5982140.77, 
7444.094, -0.2, 1019.38, 5982140.71, 
7449.078, 0.4, 1019.55, 5982140.76, 
7454.078, -0.1, 1019.82, 5982140.73, 
7459.094, 0.5, 1020.15, 5982140.7, 
7464.125, -0.2, 1020.3, 5982140.64, 
7469.109, -0.2, 1020.58, 5982140.65, 
7474.125, 0.1, 1020.76, 5982140.64, 
7479.109, 0.3, 1021.15, 5982140.57, 
7484.109, 0.5, 1021.35, 5982140.56, 
7489.156, -0.5, 1021.68, 5982140.58, 
7494.109, -0.1, 1021.8, 5982140.54, 
7499.156, -0.1, 1022.13, 5982140.54, 
7504.109, 0.3, 1022.47, 5982140.46, 
7509.125, -0.2, 1022.96, 5982140.46, 
7514.125, 0.4, 1023.18, 5982140.43, 
7519.109, -0.3, 1023.44, 5982140.42, 
7524.109, 0.6, 1023.62, 5982140.41, 
7529.156, 1.2, 1023.93, 5982140.34, 
7534.109, 0.3, 1024.1, 5982140.34, 
7539.125, 0, 1024.34, 5982140.31, 
7544.156, 0.2, 1024.56, 5982140.31, 
7549.172, 0.3, 1024.71, 5982140.28, 
7554.203, -0.3, 1024.9, 5982140.31, 
7559.156, 0.2, 1025.15, 5982140.24, 
7564.188, 0, 1025.32, 5982140.28, 
7569.219, -0.6, 1025.46, 5982140.25, 
7574.188, 0.3, 1025.68, 5982140.24, 
7579.219, -0.3, 1025.97, 5982140.2, 
7584.203, -0.2, 1026.07, 5982140.18, 
7589.219, 0.2, 1026.29, 5982140.21, 
7594.25, 0.1, 1026.42, 5982140.17, 
7599.219, 0.5, 1026.62, 5982140.19, 
7604.219, 0.3, 1026.69, 5982140.17, 
7609.234, 0.6, 1027, 5982140.13, 
7614.297, -0.2, 1027.03, 5982140.1, 
7619.234, -0.1, 1027.31, 5982140.11, 
7624.25, -0.3, 1027.26, 5982140.11, 
7629.234, 0.9, 1027.62, 5982140.1, 
7634.297, -0.5, 1027.71, 5982140.08, 
7639.25, -0.2, 1027.89, 5982140.08, 
7644.281, 0, 1028.02, 5982140.04, 
7649.328, 0.7, 1028.33, 5982140.04, 
7654.281, -0.3, 1028.47, 5982140.04, 
7659.344, -0.2, 1028.52, 5982139.99, 
7664.281, 0, 1028.8, 5982140.01, 
7669.281, 0.1, 1028.95, 5982139.97, 
7674.297, 0.4, 1029.29, 5982139.96, 
7679.313, -0.2, 1029.39, 5982139.96, 
7684.313, -0.2, 1029.51, 5982139.92, 
7689.375, 0, 1029.71, 5982139.93, 
7694.344, -0.3, 1029.72, 5982139.88, 
7699.359, -0.2, 1029.99, 5982139.89, 
7704.375, 0, 1030.1, 5982139.88, 
7709.406, 0.4, 1030.38, 5982139.8, 
7714.359, 0, 1030.56, 5982139.84, 
7719.375, 0.6, 1030.7, 5982139.86, 
7724.375, 0, 1030.91, 5982139.78, 
7729.375, 0, 1030.98, 5982139.79, 
7734.391, 0.8, 1031.27, 5982139.79, 
7739.453, -0.3, 1031.43, 5982139.79, 
7744.406, -0.6, 1031.53, 5982139.79, 
7749.422, 0, 1031.6, 5982139.77, 
7754.438, 0.2, 1031.81, 5982139.76, 
7759.469, 0.2, 1032.06, 5982139.74, 
7764.516, 0, 1032.28, 5982139.69, 
7769.469, 0.2, 1032.52, 5982139.63, 
7774.469, -0.6, 1029.62, 5982139.89, 
7779.469, 0.2, 1029.67, 5982139.95, 
7784.531, -0.5, 1029.55, 5982139.92, 
7789.469, 0.1, 1029.6, 5982139.91, 
7794.5, 0.4, 1029.66, 5982139.93, 
7799.531, 0.1, 1029.81, 5982139.89, 
7804.484, -0.3, 1030, 5982139.88, 
7809.516, 0.7, 1030.2, 5982139.88, 
7814.547, -0.1, 1030.37, 5982139.86, 
7819.484, -0.7, 1030.45, 5982139.86, 
7824.547, -0.2, 1030.57, 5982139.82, 
7829.484, 0.1, 1030.61, 5982139.82, 
7834.484, -0.2, 1030.87, 5982139.84, 
7839.547, -0.2, 1030.94, 5982139.79, 
7844.484, -0.3, 1031.17, 5982139.77, 
7849.5, -0.2, 1031.42, 5982139.79, 
7854.531, -0.3, 1031.28, 5982139.8, 
7859.516, 0.4, 1031.45, 5982139.77, 
7864.547, -0.7, 1031.62, 5982139.79, 
7869.516, 0, 1031.64, 5982139.75, 
7874.531, 0.2, 1031.83, 5982139.73, 
7879.547, 0, 1031.96, 5982139.71, 
7884.563, 0, 1031.93, 5982139.73, 
7889.531, -0.4, 1031.93, 5982139.72, 
7894.547, 0.1, 1032.13, 5982139.73, 
7899.563, -0.2, 1032.32, 5982139.73, 
7904.563, -0.2, 1032.37, 5982139.71, 
7909.578, 0, 1032.51, 5982139.65, 
7914.625, 0, 1032.52, 5982139.71, 
7919.609, -0.1, 1032.64, 5982139.66, 
7924.625, 0.1, 1032.76, 5982139.69, 
7929.656, -0.2, 1032.89, 5982139.66, 
7934.625, 0, 1032.84, 5982139.66, 
7939.625, 0.1, 1032.97, 5982139.62, 
7944.688, 0, 1033.08, 5982139.65, 
7949.641, 0.2, 1033.22, 5982139.6, 
7954.641, -0.3, 1033.14, 5982139.65, 
7959.672, 0, 1033.34, 5982139.65, 
7964.641, 0.1, 1033.44, 5982139.61, 
7969.688, -0.1, 1033.51, 5982139.6, 
7974.703, 0.1, 1033.56, 5982139.58, 
7979.656, 0.4, 1033.74, 5982139.61, 
7984.688, 0.5, 1033.96, 5982139.59, 
7989.672, 0.3, 1034.07, 5982139.6, 
7994.688, 0.3, 1033.59, 5982139.58, 
7999.75, -1, 1033.9, 5982139.58, 
8004.703, -0.5, 1034, 5982139.58, 
8009.703, -0.2, 1034.08, 5982139.56, 
8014.703, -0.7, 1034, 5982139.54, 
8019.766, 0.4, 1034.2, 5982139.54, 
8024.719, -0.5, 1034.33, 5982139.52, 
8029.719, -0.1, 1034.42, 5982139.54, 
8034.734, -0.1, 1034.5, 5982139.52, 
8039.781, 0.9, 1034.7, 5982139.49, 
8044.734, 0.3, 1034.83, 5982139.5, 
8049.734, 0.2, 1035, 5982139.46, 
8054.75, 0.2, 1035.13, 5982139.48, 
8059.781, 0.5, 1035.2, 5982139.44, 
8064.75, 0, 1035.31, 5982139.46, 
8069.766, -0.4, 1035.33, 5982139.43, 
8074.781, 0.5, 1035.59, 5982139.44, 
8079.813, -0.8, 1035.4, 5982139.4, 
8084.781, 0.2, 1035.49, 5982139.45, 
8089.797, 0.4, 1035.82, 5982139.38, 
8094.797, -0.5, 1035.76, 5982139.41, 
8099.813, 0.8, 1036.01, 5982139.41, 
8104.828, 0.5, 1035.99, 5982139.42, 
8109.828, 0, 1036.04, 5982139.38, 
8114.859, 0.1, 1036.11, 5982139.39, 
8119.875, 0.1, 1036.16, 5982139.37, 
8124.844, 0.6, 1036.24, 5982139.39, 
8129.859, 0.1, 1036.3, 5982139.39, 
8134.859, 0.2, 1036.46, 5982139.38, 
8139.906, 0, 1036.48, 5982139.4, 
8144.875, 0.2, 1036.51, 5982139.33, 
8149.891, 0.2, 1036.6, 5982139.32, 
8154.906, 0, 1036.69, 5982139.39, 
8159.953, 0.1, 1036.75, 5982139.32, 
8164.922, -0.2, 1036.74, 5982139.37, 
8169.938, 0.5, 1036.94, 5982139.31, 
8174.906, -0.2, 1037.14, 5982139.33, 
8179.922, -0.1, 1037.07, 5982139.3, 
8184.984, -0.6, 1037.23, 5982139.24, 
8189.953, 0, 1037.35, 5982139.29, 
8194.953, -0.5, 1037.36, 5982139.28, 
8199.984, 0.2, 1037.55, 5982139.27, 
8204.953, 0.4, 1037.62, 5982139.29, 
8209.969, -0.1, 1037.75, 5982139.24, 
8215.016, -0.3, 1037.89, 5982139.27, 
8219.984, 0.2, 1038.07, 5982139.25, 
8225, -0.5, 1037.93, 5982139.26, 
8230.031, 0.7, 1038.27, 5982139.25, 
8235.078, -0.2, 1038.14, 5982139.25, 
8240.016, -0.2, 1038.23, 5982139.21, 
8245.031, 0.5, 1038.51, 5982139.24, 
8250.094, -0.2, 1038.41, 5982139.18, 
8255.031, 0.1, 1038.58, 5982139.19, 
8260.078, 0.1, 1038.73, 5982139.2, 
8265.031, -1.6, 1041.01, 5982139.08, 
8270.047, -0.1, 1039.26, 5982139.16, 
8275.063, 0.5, 1039.37, 5982139.14, 
8280.109, 0.2, 1039.06, 5982139.16, 
8285.063, 0.3, 1039.31, 5982139.12, 
8290.094, 0, 1039.58, 5982139.11, 
8295.125, -0.5, 1039.8, 5982139.06, 
8300.094, -0.1, 1040.01, 5982139.08, 
8305.094, 0.3, 1040.67, 5982138.98, 
8310.094, 0.1, 1041.58, 5982138.94, 
8315.094, -0.1, 1041.94, 5982138.86, 
8320.094, -0.3, 1042.28, 5982138.91, 
8325.109, 0.8, 1042.35, 5982138.85, 
8330.125, 0, 1042.63, 5982138.82, 
8335.172, -0.2, 1042.82, 5982138.86, 
8340.141, 0.7, 1043.97, 5982138.74, 
8345.172, 0.7, 1045.79, 5982138.57, 
8350.188, 0.2, 1045.94, 5982138.59, 
8355.156, 0.2, 1045.62, 5982138.65, 
8360.156, -0.2, 1045.52, 5982138.63, 
8365.219, 0.2, 1045.71, 5982138.62, 
8370.203, 0.2, 1045.82, 5982138.62, 
8375.203, -0.5, 1045.75, 5982138.59, 
8380.234, 0.3, 1046.12, 5982138.57, 
8385.203, 0.4, 1046.16, 5982138.56, 
8390.219, 0.3, 1046.36, 5982138.57, 
8395.234, 0.2, 1046.65, 5982138.51, 
8400.266, 0, 1048.01, 5982138.46, 
8405.281, 0, 1048.11, 5982138.43, 
8410.25, 0.2, 1048.13, 5982138.45, 
8415.313, 0, 1047.89, 5982138.39, 
8420.25, -0.3, 1048.09, 5982138.41, 
8425.25, 0, 1048.1, 5982138.47, 
8430.313, 0.1, 1048.1, 5982138.38, 
8435.266, 0.2, 1048.2, 5982138.44, 
8440.313, 0.7, 1048.34, 5982138.41, 
8445.297, 0.5, 1048.62, 5982138.41, 
8450.281, -0.5, 1048.64, 5982138.38, 
8455.281, -0.2, 1048.95, 5982138.34, 
8460.391, -0.5, 1049.13, 5982138.38, 
8465.281, 0.2, 1049.39, 5982138.32, 
8470.297, 0, 1049.67, 5982138.32, 
8475.391, 0.4, 1049.69, 5982138.28, 
8480.297, 0, 1049.87, 5982138.25, 
8485.297, 0, 1050.19, 5982138.26, 
8490.484, 0, 1051.28, 5982138.17, 
8495.328, -0.4, 1052.29, 5982138.09, 
8500.344, -0.4, 1046.43, 5982138.55, 
8505.453, -0.5, 1046.34, 5982138.53, 
8510.344, 0.3, 1046.3, 5982138.57, 
8515.359, 0.9, 1046.91, 5982138.47, 
8520.469, 0.7, 1048.75, 5982138.36, 
8525.359, 0.5, 1049.07, 5982138.36, 
8530.375, -0.2, 1048.9, 5982138.38, 
8535.438, 0.2, 1048.62, 5982138.4, 
8540.359, 0, 1048.54, 5982138.4, 
8545.375, -0.5, 1048.4, 5982138.4, 
8550.391, -0.2, 1048.24, 5982138.37, 
8555.422, 0, 1049.12, 5982138.32, 
8560.438, 0, 1049.89, 5982138.3, 
8565.406, 0.5, 1050.34, 5982138.25, 
8570.406, -0.7, 1050.27, 5982138.25, 
8575.469, -0.5, 1050.05, 5982138.22, 
8580.422, 0, 1050.69, 5982138.22, 
8585.453, -0.7, 1050.52, 5982138.19, 
8590.453, 0.4, 1050.37, 5982138.22, 
8595.469, -0.4, 1050.34, 5982138.24, 
8600.453, 0.4, 1050.27, 5982138.21, 
8605.469, 0, 1050.5, 5982138.24, 
8610.5, -0.2, 1050.5, 5982138.24, 
8615.469, -0.2, 1050.61, 5982138.19, 
8620.469, 0.4, 1050.97, 5982138.17, 
8625.5, 0.9, 1051.14, 5982138.19, 
8630.531, -0.2, 1051.36, 5982138.17, 
8635.484, -0.3, 1051.49, 5982138.17, 
8640.5, -0.2, 1051.5, 5982138.13, 
8645.531, 0.2, 1051.44, 5982138.15, 
8650.5, -0.7, 1051.7, 5982138.19, 
8655.5, 0.5, 1051.54, 5982138.15, 
8660.531, 0.7, 1051.75, 5982138.13, 
8665.5, 0.4, 1051.72, 5982138.13, 
8670.516, 0.2, 1051.6, 5982138.11, 
8675.531, 0, 1051.86, 5982138.06, 
8680.563, 0, 1052.03, 5982138.11, 
8685.531, 0.2, 1052.53, 5982138.07, 
8690.531, -0.2, 1052.13, 5982138.06, 
8695.563, -0.2, 1052.22, 5982138.07, 
8700.531, 0.5, 1052.48, 5982138.07, 
8705.531, 0, 1052.22, 5982138.09, 
8710.547, 0, 1052.83, 5982138.05, 
8715.609, -0.5, 1052.75, 5982138.07, 
8720.563, 0.5, 1052.93, 5982138, 
8725.578, 0, 1053, 5982138.01, 
8730.594, -0.2, 1052.9, 5982138.05, 
8735.641, 0.2, 1053.22, 5982138.01, 
8740.594, 0, 1053.16, 5982138.02, 
8745.609, -0.5, 1053.04, 5982138.02, 
8750.609, 0.4, 1053.19, 5982138, 
8755.641, 0.2, 1053.61, 5982137.96, 
8760.609, 0.2, 1053.61, 5982137.98, 
8765.609, 0, 1053.67, 5982137.98, 
8770.641, 0.2, 1053.78, 5982137.96, 
8775.609, 0, 1053.65, 5982137.98, 
8780.609, 0, 1053.98, 5982137.96, 
8785.641, 0.2, 1054.26, 5982137.96, 
8790.609, -0.2, 1054.27, 5982137.92, 
8795.609, 0.1, 1054.56, 5982137.9, 
8800.625, 0.2, 1054.27, 5982137.87, 
8805.672, -0.2, 1054.63, 5982137.9, 
8810.625, 0, 1054.78, 5982137.9, 
8815.672, 0, 1054.61, 5982137.86, 
8820.625, 0.2, 1054.95, 5982137.86, 
8825.625, 0, 1055.15, 5982137.83, 
8830.672, -0.3, 1055.06, 5982137.86, 
8835.641, 0, 1055.45, 5982137.83, 
8840.656, 0, 1055.3, 5982137.82, 
8845.688, 0.2, 1055.24, 5982137.86, 
8850.656, 0, 1055.7, 5982137.81, 
8855.656, 0, 1055.72, 5982137.79, 
8860.703, 0, 1055.63, 5982137.79, 
8865.672, 0.7, 1056.06, 5982137.77, 
8870.688, 0, 1055.91, 5982137.79, 
8875.703, 0.2, 1055.97, 5982137.77, 
8880.703, 0, 1056.12, 5982137.77, 
8885.719, 0, 1056.28, 5982137.75, 
8890.734, -0.2, 1056.59, 5982137.73, 
8895.781, 0, 1056.97, 5982137.71, 
8900.75, -0.2, 1057.16, 5982137.73, 
8905.766, 0.2, 1056.85, 5982137.73, 
8910.797, 0.5, 1057.13, 5982137.71, 
8915.766, 0.5, 1057.23, 5982137.67, 
8920.781, 0, 1057.02, 5982137.69, 
8925.813, -0.2, 1057.3, 5982137.69, 
8930.797, 0.2, 1057.63, 5982137.65, 
8935.781, 0.2, 1057.51, 5982137.67, 
8940.797, 0, 1057.91, 5982137.65, 
8945.781, -0.2, 1057.7, 5982137.63, 
8950.797, -0.2, 1057.82, 5982137.65, 
8955.813, 0, 1058.17, 5982137.62, 
8960.859, -0.2, 1058.19, 5982137.6, 
8965.875, 0, 1058.36, 5982137.6, 
8970.828, -0.7, 1058.17, 5982137.6, 
8975.844, -0.2, 1058.74, 5982137.6, 
8980.875, 0, 1058.53, 5982137.56, 
8985.844, 0, 1058.69, 5982137.54, 
8990.859, 0.2, 1058.78, 5982137.54, 
8995.859, 0.2, 1059.11, 5982137.48, 
9000.859, 0, 1058.97, 5982137.52, 
9005.891, 0, 1059.07, 5982137.56, 
9010.922, -0.2, 1059.06, 5982137.54, 
9015.859, -0.5, 1058.97, 5982137.54, 
9020.906, 0.2, 1059.04, 5982137.54, 
9025.859, 0, 1059.18, 5982137.52, 
9030.875, 0.5, 1059.35, 5982137.5, 
9035.922, -0.3, 1059.79, 5982137.5, 
9040.891, 0.2, 1059.82, 5982137.48, 
9045.906, 0.2, 1060.06, 5982137.48, 
9050.922, 0, 1059.86, 5982137.48, 
9055.938, 0.5, 1060.27, 5982137.46, 
9060.984, 0.5, 1060.06, 5982137.42, 
9065.953, -0.5, 1060.5, 5982137.44, 
9070.969, 0, 1060.22, 5982137.41, 
9075.953, -0.2, 1060.27, 5982137.41, 
9080.953, 0, 1060.59, 5982137.43, 
9085.969, 0.2, 1060.57, 5982137.41, 
9091.031, 0.2, 1060.61, 5982137.37, 
9095.984, -0.7, 1060.58, 5982137.41, 
9101, -0.5, 1060.95, 5982137.41, 
9106.031, 0, 1060.97, 5982137.41, 
9111.016, 0, 1061.06, 5982137.37, 
9115.984, 0.5, 1061.09, 5982137.35, 
9121.047, 0.5, 1060.97, 5982137.35, 
9125.984, 0, 1061.28, 5982137.37, 
9131.031, 0.5, 1061.33, 5982137.33, 
9135.984, 0.2, 1061.37, 5982137.35, 
9141, 0.2, 1061.45, 5982137.31, 
9146.016, 0.5, 1061.56, 5982137.33, 
9151, 0.2, 1061.73, 5982137.35, 
9156, -0.2, 1061.87, 5982137.33, 
9161.031, 0, 1061.81, 5982137.31, 
9166.016, 0.3, 1061.65, 5982137.33, 
9171.016, 0.4, 1061.86, 5982137.29, 
9176.031, 0, 1062.15, 5982137.33, 
9181.078, -0.2, 1061.88, 5982137.29, 
9186.063, 0.3, 1061.99, 5982137.29, 
9191.063, 0.5, 1062.29, 5982137.31, 
9196.109, 0, 1062.08, 5982137.29, 
9201.063, 0.2, 1062.23, 5982137.27, 
9206.109, -0.2, 1062.35, 5982137.29, 
9211.094, 0.2, 1062.45, 5982137.25, 
9216.094, -0.2, 1062.73, 5982137.25, 
9221.094, 0.2, 1062.81, 5982137.21, 
9226.109, -0.5, 1062.92, 5982137.2, 
9231.141, -0.3, 1063.11, 5982137.23, 
9236.109, 0.1, 1063.36, 5982137.2, 
9241.109, 0.3, 1063.71, 5982137.14, 
9246.141, 0.2, 1064.13, 5982137.16, 
9251.156, 0.7, 1064.17, 5982137.16, 
9256.109, 0.2, 1064.32, 5982137.1, 
9261.109, 0.3, 1064.55, 5982137.08, 
9266.141, 0.2, 1064.73, 5982137.12, 
9271.125, -0.2, 1064.72, 5982137.1, 
9276.125, -0.3, 1064.78, 5982137.04, 
9281.172, 0, 1064.95, 5982137.06, 
9286.141, -0.5, 1064.86, 5982137.08, 
9291.156, 0.1, 1065.08, 5982137.06, 
9296.188, -0.8, 1064.88, 5982137.02, 
9301.219, -0.3, 1065.27, 5982137.03, 
9306.203, 0.8, 1065.26, 5982137, 
9311.219, -0.2, 1065.34, 5982137.02, 
9316.234, 0, 1065.67, 5982137.01, 
9321.266, -0.2, 1065.89, 5982137.01, 
9326.297, 0.8, 1066.29, 5982136.97, 
9331.234, 0.9, 1066.14, 5982136.99, 
9336.266, 0.3, 1066.14, 5982136.97, 
9341.281, -0.2, 1066.19, 5982136.99, 
9346.234, 0.6, 1066.2, 5982136.95, 
9351.266, 0.1, 1066.38, 5982136.95, 
9356.297, -0.1, 1066.61, 5982136.93, 
9361.234, 0, 1066.93, 5982136.91, 
9366.25, -0.3, 1067.09, 5982136.85, 
9371.234, 0.8, 1067.35, 5982136.89, 
9376.25, -0.2, 1067.32, 5982136.84, 
9381.234, 0.3, 1067.48, 5982136.85, 
9386.234, -0.2, 1067.67, 5982136.85, 
9391.266, 0, 1067.84, 5982136.82, 
9396.25, -0.3, 1067.97, 5982136.84, 
9401.281, 0, 1067.92, 5982136.8, 
9406.25, -0.2, 1068, 5982136.82, 
9411.281, -0.1, 1067.9, 5982136.82, 
9416.297, 0, 1067.97, 5982136.83, 
9421.328, 0.2, 1068.07, 5982136.78, 
9426.313, -0.2, 1068.21, 5982136.8, 
9431.281, -0.2, 1068.33, 5982136.78, 
9436.297, -0.5, 1068.37, 5982136.81, 
9441.313, 0, 1067.86, 5982136.79, 
9446.344, -0.2, 1067.97, 5982136.79, 
9451.375, 0, 1067.5, 5982136.83, 
9456.344, 0.4, 1067.89, 5982136.79, 
9461.344, 0.5, 1068.13, 5982136.77, 
9466.344, 0.2, 1068.39, 5982136.8, 
9471.359, -0.3, 1068.35, 5982136.78, 
9476.359, 0, 1068.35, 5982136.78, 
9481.375, 0, 1068.32, 5982136.82, 
9486.359, 0, 1068.57, 5982136.76, 
9491.375, 0, 1068.75, 5982136.76, 
9496.375, 0, 1068.82, 5982136.74, 
9501.406, 0, 1068.91, 5982136.74, 
9506.375, 0, 1068.9, 5982136.74, 
9511.391, 0.2, 1068.86, 5982136.76, 
9516.406, 0.2, 1068.92, 5982136.72, 
9521.453, 0, 1068.93, 5982136.72, 
9526.406, 0.2, 1068.92, 5982136.72, 
9531.469, 0.2, 1069.17, 5982136.74, 
9536.406, 0, 1069.13, 5982136.74, 
9541.422, 0, 1069.15, 5982136.72, 
9546.438, 0, 1069.3, 5982136.7, 
9551.406, 0, 1069.31, 5982136.67, 
9556.406, 0.3, 1069.43, 5982136.72, 
9561.438, 0.5, 1069.37, 5982136.68, 
9566.438, -0.2, 1069.39, 5982136.66, 
9571.453, 0.3, 1069.44, 5982136.72, 
9576.484, 0, 1069.46, 5982136.69, 
9581.484, 0.5, 1069.53, 5982136.68, 
