Start Log	Run: 63	Date: 5/1/2024   Time: 7:09:45
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
761.031, 0.2, 302.39, 5982195.31, 
766.078, 0.7, 306.72, 5982194.94, 
771.031, 0.6, 310.72, 5982194.68, 
776.031, 1.1, 314.82, 5982194.28, 
781.078, 1.1, 319.06, 5982193.96, 
786.047, 1, 323.16, 5982193.6, 
791.063, 0.2, 327.6, 5982193.22, 
796.063, 0.9, 331.54, 5982192.93, 
801.078, 1.1, 335.78, 5982192.58, 
806.094, 0.9, 339.96, 5982192.23, 
811.125, 0.9, 344.07, 5982191.89, 
816.172, 1, 348.33, 5982191.56, 
821.125, 1.1, 352.55, 5982191.24, 
826.109, 0.8, 356.71, 5982190.89, 
831.109, 0.7, 360.96, 5982190.55, 
836.172, 0.7, 364.94, 5982190.21, 
841.109, 1.2, 368.95, 5982189.9, 
846.141, 0.5, 373.19, 5982189.57, 
851.156, 1, 377.3, 5982189.24, 
856.109, 0.9, 381.41, 5982188.86, 
861.125, 1, 385.62, 5982188.57, 
866.172, 0.7, 389.69, 5982188.19, 
871.125, 0.7, 393.81, 5982187.89, 
876.141, 0.9, 398.06, 5982187.54, 
881.141, 0.3, 402.12, 5982187.22, 
886.172, 1.1, 406.29, 5982186.86, 
891.203, 1, 410.43, 5982186.58, 
896.172, 0.6, 414.63, 5982186.21, 
901.188, 0.5, 418.82, 5982185.88, 
906.25, 1.3, 422.96, 5982185.57, 
911.203, 0.8, 427.24, 5982185.16, 
916.219, 0.8, 431.3, 5982184.84, 
921.234, 0.9, 435.64, 5982184.55, 
926.25, 0.7, 439.66, 5982184.2, 
931.297, 1.7, 443.99, 5982183.85, 
936.25, 1.2, 448.13, 5982183.54, 
941.25, 0.2, 452.29, 5982183.15, 
946.266, 1, 456.47, 5982182.8, 
951.266, 1.3, 460.63, 5982182.51, 
956.266, 0.6, 464.93, 5982182.15, 
961.281, 0.7, 469.03, 5982181.8, 
966.344, 1.1, 473.36, 5982181.46, 
971.297, 0.7, 477.51, 5982181.13, 
976.313, 0.5, 481.64, 5982180.82, 
981.328, 0.9, 485.82, 5982180.45, 
986.344, 1.2, 489.98, 5982180.1, 
991.375, 0.2, 494.07, 5982179.76, 
996.406, 0.2, 497.81, 5982179.48, 
1001.359, 0.7, 501.45, 5982179.17, 
1006.375, 0.3, 505.15, 5982178.91, 
1011.406, 0.7, 508.79, 5982178.62, 
1016.359, 0.5, 512.14, 5982178.32, 
1021.359, 0.9, 515.75, 5982178.03, 
1026.406, 0.7, 519.25, 5982177.76, 
1031.375, 0.7, 521.9, 5982177.54, 
1036.391, 0.5, 525.23, 5982177.33, 
1041.391, 0.3, 528.33, 5982177.04, 
1046.391, 1, 531.27, 5982176.79, 
1051.406, 0.7, 534.01, 5982176.56, 
1056.438, 0.3, 537.1, 5982176.34, 
1061.406, 1.2, 539.81, 5982176.09, 
1066.422, 0.8, 542.75, 5982175.86, 
1071.469, 0.5, 545.89, 5982175.62, 
1076.422, 0.8, 548.9, 5982175.39, 
1081.438, 0.4, 551.8, 5982175.12, 
1086.453, 0.7, 555.04, 5982174.87, 
1091.422, 0.3, 557.94, 5982174.62, 
1096.438, 0.4, 561.26, 5982174.36, 
1101.469, 0.4, 564.44, 5982174.09, 
1106.484, 1.4, 567.66, 5982173.85, 
1111.453, 0.6, 570.79, 5982173.58, 
1116.453, 0.7, 573.92, 5982173.28, 
1121.469, 0.2, 577.26, 5982173.03, 
1126.484, 0.8, 580.56, 5982172.81, 
1131.531, 0.7, 583.71, 5982172.51, 
1136.484, 1.4, 586.93, 5982172.29, 
1141.5, 0.6, 590.34, 5982172.04, 
1146.547, 1.1, 593.49, 5982171.74, 
1151.5, 0.8, 596.83, 5982171.49, 
1156.516, 0, 599.98, 5982171.24, 
1161.547, 0.5, 603.27, 5982170.98, 
1166.578, 0.9, 606.39, 5982170.69, 
1171.531, 0.9, 609.47, 5982170.48, 
1176.531, 1.2, 612.71, 5982170.22, 
1181.547, 0.4, 615.85, 5982169.94, 
1186.578, 0.9, 618.87, 5982169.72, 
1191.547, 0.9, 621.94, 5982169.47, 
1196.578, 1.2, 625.23, 5982169.2, 
1201.547, 0.7, 628.19, 5982168.94, 
1206.563, 1, 631.18, 5982168.71, 
1211.578, 0.5, 634.29, 5982168.48, 
1216.609, 0.2, 637.35, 5982168.21, 
1221.578, 0.9, 640.47, 5982167.97, 
1226.578, 0.5, 643.26, 5982167.72, 
1231.625, 0.4, 646.49, 5982167.49, 
1236.578, 0.7, 649.42, 5982167.26, 
1241.641, -0.1, 652.4, 5982166.98, 
1246.594, 0.5, 655.24, 5982166.72, 
1251.609, 0.4, 658.12, 5982166.54, 
1256.625, 1, 661.04, 5982166.3, 
1261.656, 0.8, 663.88, 5982166.08, 
1266.609, 0.3, 666.72, 5982165.86, 
1271.609, 0.7, 669.54, 5982165.6, 
1276.656, 0.2, 672.49, 5982165.36, 
1281.688, 0.9, 675.12, 5982165.15, 
1286.641, 1.2, 677.87, 5982164.91, 
1291.688, 0.5, 680.7, 5982164.69, 
1296.719, 0.9, 683.33, 5982164.46, 
1301.656, 0.2, 685.96, 5982164.29, 
1306.656, 0.4, 688.59, 5982164.06, 
1311.703, 0.5, 691.18, 5982163.85, 
1316.656, 0.7, 693.78, 5982163.68, 
1321.672, 0.2, 696.54, 5982163.42, 
1326.688, -0.1, 699.02, 5982163.16, 
1331.719, 0.8, 701.73, 5982163.04, 
1336.75, 0.7, 704.32, 5982162.77, 
1341.719, -0.1, 706.74, 5982162.56, 
1346.734, 0.7, 709.55, 5982162.35, 
1351.734, 0.9, 711.97, 5982162.14, 
1356.766, 1.3, 714.66, 5982161.92, 
1361.734, 0.5, 717.19, 5982161.76, 
1366.734, 1, 719.79, 5982161.54, 
1371.766, 0, 722.31, 5982161.33, 
1376.734, -0.1, 724.71, 5982161.15, 
1381.734, 0.8, 727.19, 5982160.92, 
1386.75, 0.5, 729.7, 5982160.74, 
1391.75, 0.5, 732.17, 5982160.51, 
1396.781, 0, 734.71, 5982160.34, 
1401.75, 0.3, 736.94, 5982160.16, 
1406.766, 0.5, 739.42, 5982159.94, 
1411.781, 0.5, 741.96, 5982159.77, 
1416.813, 0.3, 744.34, 5982159.53, 
1421.781, 0.7, 746.67, 5982159.36, 
1426.781, 1.3, 749.02, 5982159.18, 
1431.797, 0.5, 751.4, 5982158.96, 
1436.828, 0.2, 753.64, 5982158.81, 
1441.797, 0.5, 755.93, 5982158.6, 
1446.797, 0.5, 758.21, 5982158.42, 
1451.828, 0.5, 760.56, 5982158.26, 
1456.813, 1.2, 762.92, 5982158.07, 
1461.828, 0.2, 764.97, 5982157.88, 
1466.875, 0.7, 767.14, 5982157.71, 
1471.906, 0.5, 769.57, 5982157.59, 
1476.859, 1.2, 771.46, 5982157.35, 
1481.859, 0.5, 773.85, 5982157.2, 
1486.891, 0, 775.98, 5982157.01, 
1491.922, 0.4, 778.13, 5982156.83, 
1496.906, 0.5, 780.14, 5982156.64, 
1501.859, 0, 782.35, 5982156.48, 
1506.859, -0.4, 784.5, 5982156.32, 
1511.875, 0.3, 786.61, 5982156.15, 
1516.859, 0.4, 788.81, 5982155.93, 
1521.875, 0.4, 790.79, 5982155.82, 
1526.906, 0.6, 793.12, 5982155.59, 
1531.875, 0.7, 795.09, 5982155.44, 
1536.891, 0.7, 797.23, 5982155.27, 
1541.906, 0.6, 799.32, 5982155.1, 
1546.891, 0.1, 801.42, 5982154.97, 
1551.906, 0.5, 803.44, 5982154.78, 
1556.906, 0.5, 805.44, 5982154.6, 
1561.922, -0.3, 807.4, 5982154.44, 
1566.922, 0, 809.6, 5982154.28, 
1571.953, 0.2, 811.72, 5982154.12, 
1576.906, -0.1, 813.63, 5982153.94, 
1581.922, 0.2, 815.69, 5982153.8, 
1586.906, 0.4, 817.54, 5982153.62, 
1591.922, 0.5, 819.58, 5982153.43, 
1596.938, 0.4, 821.64, 5982153.32, 
1601.906, 0.3, 823.41, 5982153.14, 
1606.906, 0.4, 825.54, 5982153.01, 
1611.938, 0.2, 827.36, 5982152.8, 
1616.969, 0.5, 829.17, 5982152.67, 
1621.922, 0.2, 831.03, 5982152.53, 
1626.922, 0.8, 832.96, 5982152.41, 
1631.938, 0.2, 834.76, 5982152.27, 
1636.938, 0.3, 836.6, 5982152.11, 
1641.953, 0.2, 838.33, 5982151.94, 
1646.969, 0.6, 840.16, 5982151.82, 
1652, 0.1, 841.97, 5982151.69, 
1657.047, 0.8, 843.64, 5982151.5, 
1662, 0.6, 845.43, 5982151.38, 
1667, 0.8, 847.23, 5982151.2, 
1672.031, 0.3, 848.78, 5982151.13, 
1677.047, 0.2, 850.62, 5982150.98, 
1682.016, 0.1, 852.15, 5982150.83, 
1687.016, 0.5, 853.71, 5982150.72, 
1692.047, 0.8, 855.38, 5982150.55, 
1697.078, -0.1, 856.94, 5982150.48, 
1702.031, 0.7, 858.72, 5982150.33, 
1707.047, -0.3, 860.13, 5982150.19, 
1712.063, 0, 861.78, 5982150.07, 
1717.109, 0.9, 863.4, 5982149.94, 
1722.109, 0, 864.87, 5982149.84, 
1727.078, 0.6, 866.19, 5982149.66, 
1732.188, -0.1, 867.87, 5982149.57, 
1737.125, 0.1, 869.42, 5982149.43, 
1742.078, 0.2, 870.81, 5982149.36, 
1747.234, 0.1, 872.4, 5982149.2, 
1752.109, 0.3, 873.89, 5982149.04, 
1757.125, 0.8, 875.46, 5982148.98, 
1762.188, 0.5, 877, 5982148.85, 
1767.109, 0.7, 878.16, 5982148.73, 
1772.156, 0, 879.7, 5982148.63, 
1777.203, 0.4, 881.31, 5982148.52, 
1782.141, 1, 882.53, 5982148.37, 
1787.156, 1, 883.82, 5982148.25, 
1792.172, 0.7, 885.64, 5982148.16, 
1797.203, 0.4, 886.78, 5982148.02, 
1802.172, 0.2, 888.27, 5982147.93, 
1807.203, 0.5, 889.48, 5982147.81, 
1812.172, 0, 890.72, 5982147.74, 
1817.188, 0, 892.32, 5982147.61, 
1822.203, 0.5, 893.62, 5982147.49, 
1827.25, -0.2, 894.84, 5982147.38, 
1832.219, -0.3, 896.25, 5982147.3, 
1837.234, 0.2, 897.77, 5982147.19, 
1842.234, 0.1, 898.98, 5982147.07, 
1847.297, -0.4, 900.31, 5982146.95, 
1852.234, 0.2, 901.52, 5982146.84, 
1857.234, 0.5, 902.71, 5982146.73, 
1862.281, 0.5, 904.05, 5982146.65, 
1867.234, 0.5, 905.36, 5982146.54, 
1872.234, 0.2, 906.66, 5982146.41, 
1877.266, -0.3, 907.86, 5982146.33, 
1882.281, 0.2, 909.01, 5982146.27, 
1887.234, 0, 910.33, 5982146.11, 
1892.266, 0.6, 911.6, 5982146.07, 
1897.297, 0, 912.7, 5982145.99, 
1902.234, 0.7, 914.1, 5982145.84, 
1907.266, 0, 915.2, 5982145.77, 
1912.234, 0.2, 916.35, 5982145.66, 
1917.25, 0, 917.57, 5982145.57, 
1922.266, 0.2, 918.72, 5982145.45, 
1927.297, 0.3, 920.03, 5982145.34, 
1932.328, 0.2, 921.16, 5982145.24, 
1937.281, 0.2, 922.29, 5982145.18, 
1942.297, 0.8, 923.55, 5982145.08, 
1947.297, 0.2, 924.75, 5982144.98, 
1952.344, 1.3, 925.82, 5982144.84, 
1957.297, 0.5, 926.93, 5982144.83, 
1962.297, 0.3, 928.08, 5982144.7, 
1967.344, -0.3, 929.2, 5982144.58, 
1972.375, 0.6, 930.52, 5982144.48, 
1977.328, -0.6, 931.31, 5982144.45, 
1982.328, -0.1, 932.73, 5982144.33, 
1987.344, 1.1, 933.89, 5982144.2, 
1992.391, 0, 934.97, 5982144.11, 
1997.359, 0.1, 935.94, 5982144.06, 
2002.375, 0.4, 937.24, 5982143.97, 
2007.391, -0.1, 938.29, 5982143.89, 
2012.391, 0.7, 939.35, 5982143.8, 
2017.406, 0.2, 940.45, 5982143.72, 
2022.453, 0.9, 941.51, 5982143.63, 
2027.406, 0.7, 942.58, 5982143.53, 
2032.422, 0, 943.48, 5982143.44, 
2037.438, 0.4, 944.59, 5982143.35, 
2042.484, 0.3, 945.53, 5982143.29, 
2047.516, -0.1, 946.51, 5982143.18, 
2052.453, 0.1, 947.57, 5982143.11, 
2057.453, 1, 948.73, 5982143.07, 
2062.453, 1.3, 949.6, 5982142.95, 
2067.469, -0.2, 950.44, 5982142.91, 
2072.469, -0.4, 951.32, 5982142.82, 
2077.484, 0.7, 952.35, 5982142.75, 
2082.484, 0.4, 953.47, 5982142.63, 
2087.531, -0.1, 954.47, 5982142.57, 
2092.516, 0.5, 955.39, 5982142.5, 
2097.531, -0.3, 956.29, 5982142.41, 
2102.563, 1, 957.16, 5982142.38, 
2107.594, 0.1, 958.07, 5982142.3, 
2112.563, 0, 958.95, 5982142.22, 
2117.578, -0.2, 959.88, 5982142.17, 
2122.594, 0.7, 960.78, 5982142.05, 
2127.609, 0.7, 961.7, 5982141.99, 
2132.578, 0.3, 962.51, 5982141.94, 
2137.594, 0, 963.38, 5982141.84, 
2142.641, 0, 964.23, 5982141.78, 
2147.594, 0.2, 965.13, 5982141.73, 
2152.609, 0.2, 965.97, 5982141.62, 
2157.625, -0.2, 966.87, 5982141.53, 
2162.609, 0.2, 967.62, 5982141.52, 
2167.625, 0.3, 968.52, 5982141.46, 
2172.656, -0.3, 969.23, 5982141.35, 
2177.672, -0.2, 970.18, 5982141.3, 
2182.641, 0.1, 970.93, 5982141.23, 
2187.641, 0.4, 971.87, 5982141.17, 
2192.656, -0.6, 972.58, 5982141.11, 
2197.688, 0.1, 973.27, 5982141.06, 
2202.719, 0, 974.2, 5982140.98, 
2207.688, -0.2, 974.85, 5982140.91, 
2212.703, 0, 975.61, 5982140.86, 
2217.734, 0.2, 976.52, 5982140.79, 
2222.703, 0.5, 977.31, 5982140.72, 
2227.719, 0.5, 978.04, 5982140.66, 
2232.75, -0.2, 978.64, 5982140.62, 
2237.703, 0, 979.47, 5982140.56, 
2242.719, 0, 980.09, 5982140.48, 
2247.719, 0.2, 980.77, 5982140.46, 
2252.734, -0.2, 981.49, 5982140.37, 
2257.75, 0.2, 982.35, 5982140.32, 
2262.781, 0.2, 982.95, 5982140.28, 
2267.734, 0.3, 983.8, 5982140.21, 
2272.75, 0, 984.48, 5982140.14, 
2277.813, -0.1, 985.14, 5982140.09, 
2282.766, 0.9, 985.82, 5982140.04, 
2287.766, -0.2, 986.51, 5982139.99, 
2292.781, 0.1, 987.19, 5982139.92, 
2297.797, 0.2, 987.91, 5982139.85, 
2302.813, 0.3, 988.52, 5982139.76, 
2307.828, 0.2, 989.21, 5982139.74, 
2312.875, 0.2, 990, 5982139.7, 
2317.844, 0.5, 990.64, 5982139.65, 
2322.859, 0, 991.27, 5982139.57, 
2327.875, 0.5, 991.88, 5982139.52, 
2332.922, 0.2, 992.57, 5982139.48, 
2337.891, -0.2, 993.26, 5982139.44, 
2342.891, 0.7, 993.83, 5982139.4, 
2347.953, 0.5, 994.54, 5982139.33, 
2352.906, 0.4, 995.15, 5982139.27, 
2357.906, -0.3, 995.8, 5982139.22, 
2362.922, 0.3, 996.42, 5982139.18, 
2367.984, 0.1, 997.07, 5982139.15, 
2372.953, -0.2, 997.73, 5982139.09, 
2377.984, -0.1, 998.25, 5982139.02, 
2382.953, 0.1, 998.92, 5982139, 
2387.969, -0.2, 999.59, 5982138.95, 
2392.984, -0.1, 1000.06, 5982138.89, 
2398.016, 0, 1000.66, 5982138.84, 
2403.047, 0, 1001.3, 5982138.8, 
2407.984, 0.5, 1001.9, 5982138.73, 
2413, 0.3, 1002.37, 5982138.67, 
2418.031, 0, 1002.89, 5982138.66, 
2422.984, -0.8, 1003.4, 5982138.61, 
2428, 0.5, 1004.02, 5982138.55, 
2432.984, -0.5, 1004.5, 5982138.49, 
2437.984, 0.2, 1005.3, 5982138.47, 
2443.016, 0, 1005.62, 5982138.41, 
2448.031, 0.5, 1006.33, 5982138.4, 
2453, 0.4, 1006.9, 5982138.34, 
2458.016, 0.4, 1007.37, 5982138.28, 
2463.031, -0.3, 1007.84, 5982138.26, 
2468.063, 0.5, 1008.42, 5982138.23, 
2473.031, 0.3, 1009.04, 5982138.17, 
2478.031, 0.7, 1009.71, 5982138.11, 
2483.063, 0.3, 1009.81, 5982138.07, 
2488.031, 0.5, 1010.62, 5982138.03, 
2493.078, 0.2, 1011.06, 5982138, 
2498.031, 0, 1011.49, 5982137.96, 
2503.078, 0.5, 1012.06, 5982137.92, 
2508.031, 0.2, 1012.66, 5982137.86, 
2513.031, 0, 1012.92, 5982137.84, 
2518.047, -0.5, 1013.58, 5982137.79, 
2523.094, 0.5, 1014.15, 5982137.73, 
2528.063, 0, 1014.61, 5982137.71, 
2533.078, 0, 1014.76, 5982137.67, 
2538.125, 0.5, 1015.37, 5982137.63, 
2543.078, 0.2, 1015.77, 5982137.6, 
2548.094, 0, 1016.19, 5982137.6, 
2553.141, 0, 1016.67, 5982137.52, 
2558.109, 0.2, 1017.21, 5982137.48, 
2563.141, 0, 1017.9, 5982137.46, 
2568.109, 0.5, 1018.23, 5982137.41, 
2573.109, -0.5, 1018.66, 5982137.37, 
2578.125, -0.2, 1019.02, 5982137.31, 
2583.156, 0.5, 1019.5, 5982137.31, 
2588.109, 0.2, 1020.14, 5982137.27, 
2593.109, -0.5, 1020.35, 5982137.22, 
2598.109, -0.2, 1020.98, 5982137.2, 
2603.156, 0.2, 1021.37, 5982137.16, 
2608.109, 0.5, 1021.77, 5982137.14, 
2613.125, 0, 1022.22, 5982137.1, 
2618.125, 0, 1022.62, 5982137.06, 
2623.172, 0, 1022.99, 5982137.04, 
2628.125, 0.2, 1023.37, 5982136.97, 
2633.141, 0, 1023.84, 5982136.95, 
2638.188, 0, 1024.39, 5982136.98, 
2643.203, 0, 1024.8, 5982136.91, 
2648.156, 0, 1025.13, 5982136.85, 
2653.188, 0.5, 1025.65, 5982136.81, 
2658.219, -0.2, 1026.15, 5982136.8, 
2663.25, 0, 1026.3, 5982136.79, 
2668.203, 0.5, 1026.91, 5982136.73, 
2673.234, -0.3, 1027.14, 5982136.68, 
2678.25, 0, 1027.58, 5982136.64, 
2683.219, -0.2, 1027.77, 5982136.64, 
2688.234, -0.5, 1028.3, 5982136.58, 
2693.266, 0.2, 1028.61, 5982136.57, 
2698.219, 0.5, 1028.99, 5982136.55, 
2703.219, 0, 1029.39, 5982136.51, 
2708.219, 0.2, 1029.63, 5982136.49, 
2713.219, -0.8, 1030.13, 5982136.47, 
2718.234, 0.2, 1030.42, 5982136.46, 
2723.266, 1, 1030.84, 5982136.37, 
2728.234, 0, 1031.31, 5982136.34, 
2733.266, -0.5, 1031.54, 5982136.32, 
2738.297, 0.3, 1031.93, 5982136.29, 
2743.25, -0.2, 1032.34, 5982136.28, 
2748.266, -0.5, 1032.71, 5982136.23, 
2753.234, 0.7, 1033.05, 5982136.23, 
2758.25, 0.3, 1033.42, 5982136.23, 
2763.234, 0, 1033.69, 5982136.15, 
2768.25, -0.3, 1034.1, 5982136.12, 
2773.266, 0.7, 1034.49, 5982136.11, 
2778.313, 0, 1034.91, 5982136.06, 
2783.266, -0.3, 1035.17, 5982136.09, 
2788.266, 0.2, 1035.52, 5982136.02, 
2793.281, 0.7, 1035.92, 5982135.98, 
2798.328, 0.6, 1036.13, 5982135.98, 
2803.344, 0.7, 1036.5, 5982135.94, 
2808.313, 0.5, 1036.73, 5982135.92, 
2813.328, 0, 1037.04, 5982135.89, 
2818.359, -0.2, 1037.4, 5982135.86, 
2823.375, 0, 1037.72, 5982135.8, 
2828.344, 0.2, 1038.12, 5982135.81, 
2833.359, 0.2, 1038.32, 5982135.77, 
2838.391, -0.2, 1038.74, 5982135.77, 
2843.391, -0.1, 1038.99, 5982135.75, 
2848.422, -0.5, 1039.3, 5982135.71, 
2853.359, -0.3, 1039.58, 5982135.67, 
2858.375, 0.3, 1039.9, 5982135.68, 
2863.422, -0.4, 1040.26, 5982135.62, 
2868.359, 0.3, 1040.58, 5982135.61, 
2873.359, 0.1, 1040.84, 5982135.62, 
2878.406, 0.5, 1041.1, 5982135.55, 
2883.422, -0.2, 1041.42, 5982135.56, 
2888.391, 0.5, 1041.73, 5982135.53, 
2893.422, -0.2, 1042.01, 5982135.48, 
2898.391, -0.4, 1042.29, 5982135.47, 
2903.391, 0.4, 1042.59, 5982135.49, 
2908.406, 0, 1042.85, 5982135.43, 
2913.453, -0.5, 1043.14, 5982135.38, 
2918.406, 0.1, 1043.54, 5982135.39, 
2923.422, -0.1, 1043.74, 5982135.37, 
2928.438, 0.5, 1044.04, 5982135.32, 
2933.469, -0.5, 1044.21, 5982135.29, 
2938.5, -0.3, 1044.44, 5982135.31, 
2943.453, 0.3, 1044.9, 5982135.27, 
2948.453, -0.6, 1045.02, 5982135.25, 
