Start Log	Run: 62	Date: 5/2/2024   Time: 7:20:05
Time, 601150 MassRate , 601150 Mass (g), 601150 Frequency (Hz)
1436.766, 0.2, 793.94, 5982146.52, 
1441.75, 0.7, 796.23, 5982146.34, 
1446.75, -0.1, 798.73, 5982146.15, 
1451.781, 0.7, 801.05, 5982145.96, 
1456.828, 0.7, 803.37, 5982145.76, 
1461.781, 0.5, 805.53, 5982145.59, 
1466.813, 0.7, 807.98, 5982145.4, 
1471.844, 0.7, 810.26, 5982145.23, 
1476.797, 1, 812.59, 5982145, 
1481.797, 0.3, 814.83, 5982144.82, 
1486.828, 0.6, 817.16, 5982144.65, 
1491.828, 0.6, 819.46, 5982144.45, 
1496.844, 1, 821.67, 5982144.33, 
1501.875, 1.6, 824.01, 5982144.1, 
1506.859, 0.3, 826.11, 5982143.94, 
1511.891, 0.3, 828.37, 5982143.76, 
1516.891, 0.7, 830.38, 5982143.56, 
1521.906, 0.1, 832.68, 5982143.39, 
1526.969, 0, 834.75, 5982143.19, 
1531.922, 1.3, 836.9, 5982143.07, 
1536.922, 0.4, 839.12, 5982142.87, 
1541.953, 0.2, 841.06, 5982142.7, 
1546.969, 0.9, 843.48, 5982142.56, 
1551.953, 0.7, 845.57, 5982142.39, 
1556.953, 1.3, 847.63, 5982142.2, 
1561.984, 0.1, 849.69, 5982142.04, 
1567, 1, 852.03, 5982141.84, 
1571.969, 0.9, 853.85, 5982141.69, 
1576.969, 0.5, 855.97, 5982141.52, 
1582, 0.3, 857.99, 5982141.38, 
1587.047, 0.3, 860.01, 5982141.19, 
1591.984, 0.5, 862.02, 5982141.06, 
1596.984, 0.4, 863.8, 5982140.87, 
1602.016, 0.5, 865.81, 5982140.74, 
1607.016, 0.4, 867.74, 5982140.58, 
1612.016, 0, 869.7, 5982140.41, 
1617.047, 0.1, 871.64, 5982140.25, 
1622.094, 0.3, 873.69, 5982140.09, 
1627.047, 0.7, 875.59, 5982139.94, 
1632.063, 0.4, 877.48, 5982139.77, 
1637.094, 0.4, 879.47, 5982139.61, 
1642.109, 0.5, 881.53, 5982139.48, 
1647.094, 0, 883.37, 5982139.28, 
1652.141, 0.7, 885.2, 5982139.18, 
1657.094, 0.7, 887.25, 5982138.98, 
1662.109, 0.5, 889, 5982138.86, 
1667.109, 0.2, 890.9, 5982138.72, 
1672.141, -0.2, 892.6, 5982138.55, 
1677.109, -0.4, 894.53, 5982138.43, 
1682.125, 0, 896.31, 5982138.26, 
1687.125, 0.2, 897.87, 5982138.15, 
1692.156, 0.5, 900.04, 5982137.98, 
1697.125, 0.7, 901.5, 5982137.8, 
1702.125, 0.7, 903.72, 5982137.67, 
1707.141, 0.7, 905.02, 5982137.56, 
1712.172, 0.3, 907.03, 5982137.43, 
1717.141, -0.3, 908.76, 5982137.27, 
1722.156, 0.5, 910.48, 5982137.13, 
1727.203, 0.2, 912.1, 5982136.97, 
1732.156, 0.2, 913.76, 5982136.83, 
1737.172, 0.2, 915.51, 5982136.72, 
1742.156, 0.5, 917.24, 5982136.55, 
1747.172, -0.1, 918.8, 5982136.43, 
1752.219, -0.3, 920.49, 5982136.3, 
1757.172, 0.3, 922.09, 5982136.22, 
1762.172, 0.3, 923.81, 5982136.03, 
1767.219, -0.2, 925.35, 5982135.9, 
1772.172, 0.4, 927.11, 5982135.76, 
1777.172, 0.6, 928.81, 5982135.66, 
1782.188, 1.1, 930.3, 5982135.53, 
1787.219, 0, 931.91, 5982135.39, 
1792.266, 0.2, 933.4, 5982135.28, 
1797.203, 0.7, 934.87, 5982135.11, 
1802.219, 0.3, 936.5, 5982134.98, 
1807.266, 0.2, 938.05, 5982134.89, 
1812.203, 0.5, 939.46, 5982134.73, 
1817.219, -0.3, 941.06, 5982134.61, 
1822.25, -0.4, 942.61, 5982134.54, 
1827.203, 0.6, 944.25, 5982134.38, 
1832.219, 0.5, 945.87, 5982134.25, 
1837.25, 1.2, 947.15, 5982134.1, 
1842.234, -0.5, 948.7, 5982134, 
1847.25, 0.3, 950.25, 5982133.92, 
1852.25, 0.5, 951.69, 5982133.73, 
1857.297, 0.5, 953.18, 5982133.67, 
1862.25, -0.4, 954.52, 5982133.52, 
1867.266, 0.9, 955.94, 5982133.45, 
1872.281, 0.4, 957.6, 5982133.3, 
1877.313, 0.1, 958.91, 5982133.23, 
1882.328, 0.5, 960.16, 5982133.09, 
1887.297, 0, 961.59, 5982132.99, 
1892.328, 0.2, 963.15, 5982132.91, 
1897.375, -0.2, 964.28, 5982132.75, 
1902.328, -0.3, 965.71, 5982132.63, 
1907.344, 0.3, 967.08, 5982132.51, 
1912.359, 0.4, 968.44, 5982132.42, 
1917.406, 0.7, 969.8, 5982132.33, 
1922.375, 0.6, 971.06, 5982132.18, 
1927.391, -0.2, 972.48, 5982132.06, 
1932.406, -0.3, 973.62, 5982132.02, 
1937.422, -0.3, 974.81, 5982131.93, 
1942.453, -0.2, 976.33, 5982131.79, 
1947.406, -0.2, 977.68, 5982131.69, 
1952.422, 0.2, 978.75, 5982131.62, 
1957.469, 0.7, 980.12, 5982131.51, 
1962.438, -0.1, 981.31, 5982131.38, 
1967.453, -0.1, 982.46, 5982131.29, 
1972.453, 0, 983.91, 5982131.21, 
1977.5, 0.9, 985.06, 5982131.06, 
1982.516, 0, 986.19, 5982130.98, 
1987.484, -0.1, 987.22, 5982130.93, 
1992.547, -0.1, 988.58, 5982130.81, 
1997.5, -0.2, 989.61, 5982130.66, 
2002.516, -0.3, 990.86, 5982130.64, 
2007.531, 0.2, 991.98, 5982130.54, 
2012.563, -0.4, 993.13, 5982130.46, 
2017.594, 0, 994.2, 5982130.35, 
2022.563, 0.3, 995.52, 5982130.21, 
2027.594, 0, 996.65, 5982130.16, 
2032.578, 0.2, 997.84, 5982130.06, 
2037.594, 0.5, 998.94, 5982129.96, 
2042.609, 0.1, 1000.23, 5982129.85, 
2047.656, 0.6, 1001.18, 5982129.78, 
2052.609, 0.5, 1002.23, 5982129.7, 
2057.641, 0.5, 1003.25, 5982129.58, 
2062.672, 0.5, 1004.38, 5982129.49, 
2067.625, 0, 1005.3, 5982129.43, 
2072.656, 0.2, 1006.35, 5982129.35, 
2077.703, 0.7, 1007.46, 5982129.26, 
2082.656, 0.5, 1008.55, 5982129.21, 
2087.656, 0.2, 1009.67, 5982129.09, 
2092.688, 0, 1010.64, 5982128.94, 
2097.656, 0.8, 1011.57, 5982128.96, 
2102.672, 0.1, 1012.59, 5982128.86, 
2107.656, 0.5, 1013.54, 5982128.77, 
2112.656, 0, 1014.66, 5982128.64, 
2117.656, 0, 1015.6, 5982128.62, 
2122.734, 0.2, 1016.64, 5982128.54, 
2127.672, 0.7, 1017.59, 5982128.43, 
2132.719, 0.7, 1018.59, 5982128.37, 
2137.813, 0.5, 1019.59, 5982128.27, 
2142.703, -0.3, 1020.45, 5982128.22, 
2147.703, 0.7, 1022, 5982128.16, 
2152.938, 0, 1022.71, 5982128.03, 
2157.734, 0.2, 1023.4, 5982128.01, 
2162.75, -0.3, 1024.07, 5982127.91, 
2167.828, 0.7, 1025.5, 5982127.78, 
2172.734, 0.5, 1026.18, 5982127.76, 
2177.734, 0.2, 1027.5, 5982127.66, 
2182.734, 0.5, 1027.74, 5982127.61, 
2187.75, -0.5, 1028.89, 5982127.53, 
2192.75, 0.2, 1029.83, 5982127.45, 
2197.781, 0, 1030.84, 5982127.4, 
2202.766, -0.2, 1031.71, 5982127.32, 
2207.766, -0.5, 1032.56, 5982127.24, 
2212.781, -0.2, 1033.45, 5982127.17, 
2217.797, -0.2, 1034.37, 5982127.11, 
2222.844, 0.2, 1035.14, 5982127.03, 
2227.781, 0, 1036.11, 5982126.96, 
2232.828, 0, 1036.9, 5982126.88, 
2237.797, 1.2, 1037.75, 5982126.83, 
2242.828, 0.1, 1038.63, 5982126.75, 
2247.797, 0.3, 1039.41, 5982126.71, 
2252.828, 0.2, 1040.29, 5982126.61, 
2257.797, 0.5, 1041.07, 5982126.56, 
2262.813, 0.3, 1041.92, 5982126.48, 
2267.828, 0.1, 1042.95, 5982126.41, 
2272.844, -0.1, 1043.61, 5982126.35, 
2277.875, 0.2, 1044.39, 5982126.29, 
2282.922, 0.4, 1045.14, 5982126.25, 
2287.875, -0.3, 1045.91, 5982126.14, 
2292.891, -0.1, 1046.68, 5982126.12, 
2297.859, 0.1, 1047.6, 5982126.02, 
2302.891, 0.5, 1048.27, 5982125.99, 
2307.859, 1.2, 1049.04, 5982125.91, 
2312.906, 0.2, 1049.93, 5982125.86, 
2317.875, 0.2, 1050.66, 5982125.78, 
2322.859, 0, 1051.41, 5982125.73, 
2327.875, 0.2, 1052.1, 5982125.63, 
2332.859, 0.1, 1052.92, 5982125.59, 
2337.859, 0.1, 1053.63, 5982125.55, 
2342.906, 0, 1054.28, 5982125.47, 
2347.859, 0.5, 1055.06, 5982125.44, 
2352.906, -0.2, 1055.77, 5982125.42, 
2357.859, 0.4, 1056.42, 5982125.34, 
2362.875, 0.3, 1057.15, 5982125.24, 
2367.891, -0.1, 1057.99, 5982125.19, 
2372.875, -0.2, 1058.48, 5982125.12, 
2377.891, -0.1, 1059.09, 5982125.09, 
2382.938, 0.2, 1059.84, 5982125.06, 
2387.969, 0.7, 1060.55, 5982124.97, 
2392.906, 0, 1061.21, 5982124.92, 
2397.922, 0.6, 1061.73, 5982124.92, 
2402.969, 0, 1062.55, 5982124.83, 
2407.938, 0.2, 1063.27, 5982124.79, 
2412.953, 0.4, 1063.8, 5982124.71, 
2417.984, 0.4, 1064.45, 5982124.65, 
2423.016, -0.1, 1065.12, 5982124.63, 
2427.969, -0.1, 1065.64, 5982124.57, 
2432.984, -0.2, 1066.27, 5982124.51, 
2437.953, 0.5, 1066.89, 5982124.47, 
2442.953, -0.2, 1067.72, 5982124.44, 
2448, 0.1, 1068.24, 5982124.38, 
2452.953, -0.4, 1068.81, 5982124.32, 
2458.016, 0.4, 1069.65, 5982124.27, 
2462.984, -0.3, 1070.31, 5982124.17, 
2468.016, 0.2, 1071.07, 5982124.11, 
2472.984, 0, 1071.62, 5982124.06, 
2478, 0.8, 1072.05, 5982124.07, 
2483.031, 0.2, 1072.96, 5982124.02, 
2488, 0.2, 1073.49, 5982123.92, 
2493.047, 0.4, 1074.16, 5982123.88, 
2498.016, 0.1, 1074.81, 5982123.8, 
2503.016, 0, 1075.46, 5982123.8, 
2508.078, -0.2, 1076.05, 5982123.71, 
2513.031, -0.2, 1076.62, 5982123.65, 
2518.063, -0.2, 1077.2, 5982123.64, 
2523.094, -0.2, 1077.76, 5982123.56, 
2528.031, 0.1, 1078.37, 5982123.58, 
2533.094, 0, 1079.03, 5982123.5, 
2538.031, -0.4, 1079.58, 5982123.44, 
2543.031, 0.2, 1079.96, 5982123.4, 
2548.063, -0.6, 1080.33, 5982123.41, 
2553.031, 0.6, 1080.87, 5982123.35, 
2558.047, -0.1, 1081.43, 5982123.29, 
2563.094, 0.7, 1082.12, 5982123.28, 
2568.047, 1, 1082.68, 5982123.16, 
2573.063, -0.7, 1083.06, 5982123.17, 
2578.078, -0.5, 1083.63, 5982123.1, 
2583.109, 0, 1084.12, 5982123.06, 
2588.063, 0.1, 1084.79, 5982123.02, 
2593.094, 0.8, 1085.08, 5982123.02, 
2598.063, -0.5, 1085.43, 5982123, 
2603.078, 0.4, 1085.9, 5982122.96, 
2608.078, 0.6, 1086.61, 5982122.88, 
2613.125, -0.2, 1087.02, 5982122.89, 
2618.078, 0.1, 1087.54, 5982122.8, 
2623.094, -0.2, 1087.86, 5982122.79, 
2628.109, 0.2, 1088.29, 5982122.74, 
2633.141, -0.9, 1088.73, 5982122.68, 
2638.172, -0.4, 1089.09, 5982122.68, 
2643.109, -0.2, 1089.58, 5982122.62, 
2648.125, 0.6, 1090.29, 5982122.59, 
2653.172, 0.2, 1090.68, 5982122.56, 
2658.109, 0.2, 1091.07, 5982122.54, 
2663.125, 0.4, 1091.37, 5982122.46, 
2668.156, 0.5, 1091.87, 5982122.44, 
2673.109, 0.5, 1092.35, 5982122.43, 
2678.125, 0.3, 1092.81, 5982122.37, 
2683.156, -0.7, 1093.3, 5982122.3, 
2688.188, 0.6, 1093.76, 5982122.3, 
2693.141, -0.5, 1094.23, 5982122.23, 
2698.156, -0.6, 1094.63, 5982122.26, 
2703.172, 0, 1094.93, 5982122.17, 
2708.203, 0, 1095.52, 5982122.16, 
2713.172, 0, 1095.76, 5982122.1, 
2718.188, -0.8, 1096.2, 5982122.09, 
2723.203, 0.6, 1096.82, 5982122.05, 
2728.234, 0.4, 1097.27, 5982121.99, 
2733.203, 0.1, 1097.59, 5982121.96, 
2738.203, 0.1, 1098.02, 5982121.95, 
2743.25, 0.7, 1098.59, 5982121.9, 
2748.203, -0.1, 1098.78, 5982121.84, 
2753.25, 0.2, 1099.48, 5982121.87, 
2758.203, 1.1, 1099.75, 5982121.79, 
2763.219, 0.3, 1100.11, 5982121.75, 
2768.25, 0.2, 1100.61, 5982121.73, 
2773.219, -0.1, 1100.95, 5982121.72, 
2778.234, 0.5, 1101.41, 5982121.69, 
2783.219, 0, 1101.85, 5982121.6, 
2788.281, 0.3, 1102.27, 5982121.58, 
2793.234, 0.2, 1102.7, 5982121.59, 
2798.281, -0.1, 1103.08, 5982121.56, 
2803.234, -0.4, 1103.4, 5982121.51, 
2808.234, 0.5, 1103.83, 5982121.48, 
2813.234, 0.5, 1104.27, 5982121.43, 
2818.234, 0.3, 1104.65, 5982121.4, 
2823.25, 0.6, 1105.01, 5982121.38, 
2828.234, -0.4, 1105.32, 5982121.38, 
2833.281, 0.9, 1105.78, 5982121.32, 
2838.25, 0.2, 1106.13, 5982121.31, 
2843.266, -0.1, 1106.42, 5982121.27, 
2848.313, 0.1, 1106.91, 5982121.22, 
2853.281, -0.4, 1107.09, 5982121.23, 
2858.344, 0, 1107.56, 5982121.17, 
2863.281, -0.4, 1108, 5982121.15, 
2868.328, -0.2, 1108.39, 5982121.14, 
2873.281, 0.9, 1108.76, 5982121.04, 
2878.281, -0.1, 1108.98, 5982121.07, 
2883.328, -0.1, 1109.42, 5982121.01, 
2888.297, 0.5, 1109.71, 5982121.01, 
2893.297, 0, 1110.11, 5982120.97, 
2898.297, 0, 1110.42, 5982120.98, 
2903.313, 0.1, 1110.78, 5982120.94, 
2908.359, -0.1, 1111.19, 5982120.9, 
2913.313, -0.1, 1111.52, 5982120.91, 
2918.328, -0.7, 1111.72, 5982120.8, 
2923.359, 0.9, 1112.18, 5982120.86, 
2928.375, 0, 1112.42, 5982120.76, 
2933.344, 0.2, 1112.67, 5982120.77, 
